기업,거래소코드,연도,자산,부채,자본,매출액,매출총이익,영업이익,당기순이익,유동자산,유동부채,당좌자산,재고자산,매출채권,매입채무,단기차입금,장기차입금,사채,유형자산,이자비용,유동비율,당좌비율,부채비율,차입금의존도,이자보상배율,매출총이익률,영업이익률,당기순이익률,ROA,ROE,매출채권회전율,총자산회전율,매출액증가율,영업이익증가율,유형자산증가율,총자산증가율
(주)웰크론한텍,76080,2020,138318429,75069917,63248512,200898086,8778399,4154380,216028,95030423,72676678,93543726,1486698,40567643,29248253,1700000,0,0,15210006,0,130.7577969,128.7121654,118.6904081,1700000,inf,4.369578215,2.067904221,0.107531139,0.156181647,0.331111767,5.111857386,1.494481004,-16.26023057,-55.34358918,-0.188264226,4.712972846
(주)웰크론한텍,76080,2021,130534886,63296945,67237941,266569757,6729432,-130153,1168558,94920578,53883839,91842358,3078220,38033175,28082781,3700000,0,10000000,14734520,0,176.1577864,170.4450902,94.13873188,3700007.661,#NAME?,2.524454415,-0.048825119,0.438368558,0.895207431,1.739855188,11.16576325,2.02668485,24.63582956,3291.920278,-3.227020629,-5.962806755
(주)웹스,196700,2017,63315677,24363986,38951691,29486071,8247277,1684706,-776437,25590126,22333102,20277598,5312529,3819649,1489376,6113478,0,2000000,22195165,0,114.5838406,90.79615541,62.54923823,6113481.159,inf,27.9700778,5.713565568,-2.633233163,-1.22629503,-1.995747133,8.383461256,0.461461865,-804.0531612,107.7255616,33.61382986,-106.1651903
(주)웹스,196700,2018,64057053,25036920,39020133,27209911,7220937,1597315,-25099,20769430,24045140,14517702,6251727,4895834,1059924,6590572,900000,0,20473899,0,86.37683124,60.37686618,64.16410728,7490572,inf,26.53789276,5.870342612,-0.092242125,-0.039182258,-0.066266688,4.923635182,0.42337871,-8.365187229,-5.471118721,-8.407123626,1.15736826
(주)웹스,196700,2019,64478506,25621041,38857465,26924130,6742150,1813770,-225863,23689445,21582909,17118478,6570967,3214694,1058944,7344073,1960000,2000000,18758408,0,109.7602042,79.31497093,65.93595594,9304076.102,inf,25.04129196,6.736596503,-0.838886902,-0.350291925,-0.590388405,8.00760725,0.42069594,-1.061430769,11.93398281,-9.145184389,0.653633321
(주)웹스,196700,2020,64479930,27748578,36731352,26842619,7220178,2194234,-834112,25942026,26183188,19669013,6273014,6156939,915878,9768014,1400000,0,15546396,0,99.07894333,75.12077215,75.54466822,11168014,inf,26.89818754,8.174440803,-3.107416605,-1.293599419,-2.204224267,5.381122083,0.420086725,-0.30366262,17.33926281,-20.66081425,0.002208439
(주)웹스,196700,2021,63519544,25863650,37655894,30743582,7067155,1949020,-3389688,24922424,25715902,16967880,7954545,3509944,701203,9892819,0,0,14232529,0,96.91444617,65.98205266,68.6842012,9892819,inf,22.98741571,6.339599595,-11.02567684,-5.336448889,-6.661568362,1.167983712,0.314803701,12.68870687,-12.58139988,-9.231437364,-1.511953549
(주)웹젠,69080,2017,329938315,51979895,277958420,159153331,159153331,45692714,32449341,212552367,38683262,212422217,130149,23682674,0,0,0,0,38159152,0,549.4685712,549.1321208,18.70060097,0,inf,100,28.70986973,20.38872878,9.834972031,10.89448655,5.921081761,0.437070085,80.68304207,95.73450594,62.70218741,80.74805468
(주)웹젠,69080,2018,398335417,80591766,317743651,210124927,210124927,70399016,45453953,269559694,65764176,269470746,88948,30075520,0,0,0,0,37999246,0,409.8883471,409.7530941,25.36376911,0,inf,100,33.50341009,21.63187093,11.41097454,11.13459563,7.181952142,0.41890667,24.25775786,35.09466951,-0.420813613,17.17073077
(주)웹젠,69080,2019,413500074,52996643,360503431,170826945,170826945,58555718,43393933,229795447,40498102,229749849,45599,35400328,0,0,0,0,35291404,0,567.4227572,567.3101643,14.70073193,0,inf,100,34.27779968,25.40227656,10.49429873,10.99209787,4.816500878,0.360204725,-23.00455704,-20.22569,-7.672808937,3.667389186
(주)웹젠,69080,2020,534999117,105954756,429044361,287993865,287993865,104662513,76303218,311361041,90831558,311310918,50122,35533717,0,0,0,0,34422839,0,342.7894972,342.7343149,24.69552467,0,inf,100,36.34192451,26.49473731,14.26230728,32.60371978,14.24670113,0.961492025,40.68382498,44.05282625,-2.523223026,22.71013898
(주)웹젠,69080,2021,604870986,106169128,498701858,286317988,286317988,107114099,87016589,326136573,94655003,326091213,45361,28439191,0,0,0,0,34315429,0,344.552916,344.5049946,21.28909814,0,inf,100,37.41088702,30.39159,14.38597503,20.25513346,8.969929363,0.562305822,-0.585320193,2.288761258,-0.313007889,11.55153258
(주)위니아,71460,2017,316375485,224578965,91796520,483456520,129367610,6177607,1941956,167497963,161262627,82327498,85170465,68309656,91144229,25538769,24050000,9642600,124539729,0,103.8665723,51.051815,244.6486697,49588772.05,inf,26.7588924,1.277799915,0.401681624,0.613813678,2.224156766,9.309440612,1.474024068,40.77688972,-1633.909247,72.44619908,-91.18769142
(주)위니아,71460,2018,296366500,226477390,69889110,522475803,101242326,-7180038,-17964476,159372736,160926486,59329925,100042810,25928270,87168307,31928075,18450000,20062900,113488558,0,99.03449703,36.86771921,324.052474,50378081.77,#NAME?,19.37741909,-1.374233593,-3.438336454,-6.061574436,-20.89078486,19.41401743,1.341035258,7.468151209,186.0386393,-9.7376962,-6.75143277
(주)위니아,71460,2019,319346462,240985846,78360616,608092216,115482411,8697990,4135338,182213431,196658835,86273282,95940150,39663670,93295457,33831329,10050000,10000000,107157284,0,92.65458681,43.86951748,307.5343946,43881332.13,inf,18.99093722,1.430373514,0.680051132,1.294937785,4.860610724,11.2637489,1.913076051,14.07951142,182.5482439,-5.908393498,7.195934427
(주)위니아,71460,2020,339592800,256765298,82827502,596662225,124471970,18681061,6228334,169756815,195472378,87299506,82457309,35554054,99566092,19778188,6450000,27353335,101608450,0,86.84440059,44.66078885,310.0000505,26228196.05,inf,20.86137932,3.130927385,1.043862631,1.834059497,8.156721025,19.40922809,1.876416384,-1.91565521,53.43952894,-5.4609966,5.961945601
(주)위니아,71460,2021,482846127,380750545,102095582,713875332,161109295,14470164,1331585,230316469,272760978,114277468,116039001,27896324,100421021,65222494,23000000,53118016,129256121,0,84.4389365,41.89656044,372.9353783,88222505,inf,22.56826756,2.026987536,0.186529068,0.275778333,0.700734629,27.68085305,1.756616626,16.41926843,-29.10054786,21.38983499,29.66852564
(주)위닉스,44340,2017,184465889,86223689,98242200,208197354,52654721,17140210,12101616,74845039,81838568,39992338,34852701,31529627,16237002,46414497,0,0,47671551,0,91.45448268,48.86734822,87.76644762,46414497,inf,25.29077339,8.232674273,5.812569549,6.560354364,8.727210954,3.277548327,0.825522914,-242.88396,15.57767379,-171.1389042,-161.7536118
(주)위닉스,44340,2018,201032938,81838567,119194371,281970691,78577183,20830488,19166043,86464299,67773633,48614898,37849400,34883168,24664048,25100000,9166630,0,49873165,0,127.5780789,71.73128523,68.65975827,34266630,inf,27.8671456,7.387465671,6.797175597,9.533782469,14.14516311,7.050163615,1.235131521,26.16347704,17.71575395,4.414426075,8.240962483
(주)위닉스,44340,2019,255551136,103754741,151796396,332959915,111114661,49905449,40368312,92938272,91971057,52103499,40834773,45106661,23587660,36591439,5833310,0,53696320,0,101.0516515,56.65206066,68.35125453,42424749,inf,33.37178321,14.98842556,12.12407566,15.79656918,32.28966459,8.689353926,1.513395601,15.3139227,58.260093,7.119957196,21.33357685
(주)위닉스,44340,2020,305070414,116931173,188139241,362817545,108762892,55675883,40024530,134541767,77556077,106248850,28292917,79617082,31703257,22000000,2499990,30329624,55321244,0,173.4767567,136.9961634,62.15140041,24499999.94,inf,29.97729672,15.3454219,11.03158614,13.11976782,26.04630827,6.33741053,1.433768591,8.229378764,10.36433315,2.937251375,16.23208142
(주)위닉스,44340,2021,319935262,140846798,179088463,315872478,77708766,7468077,5349082,148442066,137142678,117257308,31184758,95514940,20793541,56000000,0,0,47410088,0,108.2391478,85.5002321,78.64649439,56000000,inf,24.60130952,2.364269609,1.693430853,1.671926366,4.155448542,4.673409173,0.988210569,-14.86203144,-645.5183309,-16.68665116,4.646204956
(주)위드텍,348350,2020,114941539,27143636,87797903,54666372,20550336,8790242,8455284,93655200,27024887,79542601,14112599,7267629,6531234,11490000,0,0,13691134,0,346.5516803,294.3309291,30.91604135,11490000,inf,37.59228068,16.07979765,15.4670663,7.356160422,6.128413071,1.258365744,0.260308649,-477.8186231,15.041281,-246.2831348,-178.3460747
(주)위드텍,348350,2021,124570642,25918250,98652392,67292670,22284923,8771085,10879745,101335521,25255231,88284729,13050793,7775081,3233586,11490000,500000,0,13848345,0,401.2456706,349.5700712,26.27229758,11990000,inf,33.11641966,13.03423538,16.16780104,8.733795399,11.6703972,8.946881247,0.561914385,18.76325906,-0.218410835,1.135233127,7.729833326
(주)위메이드,112040,2017,379617273,46716145,332901128,43973609,43973609,14600084,9796957,204269898,44801633,204269899,0,282617,0,0,0,0,5259918,0,455.9429742,455.9429765,14.03303896,0,inf,100,33.20192345,22.27917431,2.580745845,3.69375013,5.800975333,0.146786679,-53.02967287,39.92442098,-163.2806253,67.18520182
(주)위메이드,112040,2018,282228896,5175585,277053311,19591377,19591377,3128725,-31992001,88018108,3405137,88018109,0,259448,0,0,0,0,5457827,0,2584.862459,2584.862489,1.86808271,0,inf,100,15.9699086,-163.296337,-11.33548033,-7.470974737,1.50841895,0.04138478,-124.4538962,-366.6464454,3.626150114,-34.50687665
(주)위메이드,112040,2019,216781681,4992801,211788880,17228695,17228695,765905,-54153862,44464059,2940257,44464058,0,264178,0,0,0,0,5128507,0,1512.250766,1512.250732,2.357442468,0,inf,100,4.445519524,-314.3236444,-24.98082945,-22.15596894,65.8053458,0.069051422,-13.71364459,-308.5004015,-6.421362007,-30.1903808
(주)위메이드,112040,2020,219532584,21972437,197560146,35644129,35644129,-9080992,-18126265,33256641,20007183,33256642,0,14878147,0,0,0,0,5038812,0,166.2235058,166.2235108,11.12189753,0,#NAME?,100,-25.47682397,-50.85343788,-8.256753813,-12.23868856,3.146935969,0.207171141,51.66470473,108.4341557,-1.780082289,1.253072756
(주)위메이드,112040,2021,664562516,85181369,579381147,211183874,211183874,6986084,335630813,75513589,64654408,75513588,0,25716594,0,0,17458331,0,9437332,0,116.7957319,116.7957303,14.70212993,17458331,inf,100,3.308057508,158.9282395,50.50402406,73.58047442,16.24540637,0.404497149,83.12175626,229.986871,46.60766412,66.96584915
(주)위메이드맥스,101730,2017,70348613,3024409,67324204,11750904,11750904,298528,-8691190,18082872,2686717,18082873,0,1249334,0,0,0,0,3210910,0,673.0471427,673.0471799,4.49230562,0,inf,100,2.540468376,-73.96188412,-12.35445822,-17.74200729,10.08113964,0.226954586,-1697.171298,-2240.177136,-193.91456,-844.6703889
(주)위메이드맥스,101730,2018,33204298,2555485,30648814,11111658,11111658,-4960132,-37510975,16503948,2419148,16503948,0,1081931,0,0,0,0,3198933,0,682.2215094,682.2215094,8.337957221,0,#NAME?,100,-44.63899087,-337.5821592,-112.9702396,-160.9348057,10.18751304,0.424991729,-5.752930841,106.0185495,-0.374406091,-111.8659849
(주)위메이드맥스,101730,2019,19086875,3119328,15967547,8996643,8996643,-7217615,-14602336,8699165,2975883,8699166,0,1099496,0,0,0,0,3539864,0,292.3221444,292.322178,19.53542394,0,#NAME?,100,-80.22564639,-162.3087189,-76.50459282,-69.42782603,7.140416704,0.353371619,-23.5089355,31.2774095,9.631189221,-73.9640355
(주)위메이드맥스,101730,2020,31832002,5734755,26097247,11297222,11297222,-6658915,-6881582,17600597,3595000,17600597,0,1420425,0,0,0,0,5475871,0,489.585452,489.585452,21.97455923,0,#NAME?,100,-58.9429419,-60.91393088,-21.6184392,-21.93061912,7.458805222,0.310296541,20.36411252,-8.39025577,35.3552339,40.03872267
(주)위메이드맥스,101730,2021,40983647,4323141,36660507,8518454,8518454,1742709,10384407,17180011,3170157,17180012,0,1608806,0,0,0,0,2843470,0,541.9293429,541.9293745,11.79236556,0,inf,100,20.45804321,121.9048316,25.33792808,8.359374217,9.096131093,0.066094646,-32.62056707,482.1013721,-92.57706253,22.32999176
(주)위메이드플레이,123420,2017,140669392,9146405,131522987,65095069,65095069,11003602,13206169,95201387,6725336,95201388,0,4493286,0,0,0,0,1546133,0,1415.563282,1415.563297,6.954225424,0,inf,100,16.90389482,20.28751056,9.388089912,9.531076599,10.70822667,0.427742425,86.91382599,84.16237701,-83.90849946,70.86527039
(주)위메이드플레이,123420,2018,154193533,13947262,140246272,75881865,75881865,7924651,8964329,92025625,12337801,92025626,0,6156856,0,0,0,0,1913908,0,745.8835249,745.8835331,9.944836181,0,inf,100,10.44340568,11.81353279,5.813686752,8.637383478,20.49147132,0.675880821,14.21524893,-38.85282771,19.21591842,8.770887298
(주)위메이드플레이,123420,2019,155441290,16675455,138765835,73641766,73641766,892081,1723088,115830218,13156609,115830218,0,9010825,0,0,0,0,4387249,0,880.3956855,880.3956855,12.0169745,0,inf,100,1.211379151,2.339824387,1.108513703,1.235134933,9.71035269,0.475668501,-3.041886584,-788.3331222,56.37566958,0.802719149
(주)위메이드플레이,123420,2020,163696344,18101235,145595109,90682832,90682832,8619029,13712667,133225928,14346555,133225928,0,7664669,0,0,0,0,4691594,0,928.6266145,928.6266145,12.43258453,0,inf,100,9.504587373,15.12156899,8.376892645,9.644550202,10.87617938,0.568299206,18.79194289,89.64986659,6.48702765,5.042906762
(주)위메이드플레이,123420,2021,163045625,12826060,150219565,74081045,74081045,7279369,7619070,101945531,10368150,101945531,0,7075304,0,0,0,0,3219750,0,983.2567141,983.2567141,8.538208721,0,inf,100,9.826223429,10.28477663,4.672968073,5.40853339,12.80727297,0.487832612,-22.41030347,-18.40351822,-45.71299014,-0.399102398
(주)위세아이텍,65370,2020,41613094,16817569,24795525,24862449,7916818,3683153,3374738,26834962,5639953,25862099,972863,2078722,1251261,0,0,12000000,4922009,0,475.8011636,458.5516759,67.82501681,28.8370771,inf,31.84247055,14.81411988,13.57363468,8.109798325,13.35808564,14.99055887,0.558198927,-197.9635876,-97.63960389,34.5846381,-291.8132716
(주)위세아이텍,65370,2021,47467869,21736125,25731745,34064032,10441155,5812757,4042593,14484818,9642680,14194019,290799,1238359,1715061,0,0,12000000,15632419,0,150.2156869,147.1999382,84.47202084,25.28025853,inf,30.65155352,17.0642072,11.86762918,8.516483013,4.595126913,8.194710803,0.323628014,27.01260673,36.63672849,68.51409241,12.33418547
(주)위지윅스튜디오,299900,2018,59265842,15148270,44117573,23648769,23648769,5017834,4665594,35192455,2538270,35192455,0,3790511,1098614,0,12500000,0,22865776,0,1386.474055,1386.474055,34.33613631,12500000,inf,100,21.2181615,19.72869708,7.872315389,9.31032663,6.032125995,0.344774338,-44.04145941,-15.84195492,31.63398872,19.90686811
(주)위지윅스튜디오,299900,2019,77918202,21811707,56106494,31833995,31833995,5272296,4927311,21485187,21594270,21485187,0,4050429,0,17500000,0,0,24635005,0,99.49485211,99.49485211,38.87554799,17500000,inf,100,16.56184214,15.47814216,6.323696997,4.210718467,9.826236649,0.22455512,25.7122174,4.826398214,7.181768382,23.93838605
(주)위지윅스튜디오,299900,2020,83735270,29797205,53938065,19488092,19488092,-6621431,-5573094,15376126,29645005,15376124,0,5568523,0,21000000,0,0,22420894,0,51.86751023,51.86750348,55.24337034,21000000,#NAME?,100,-33.97680491,-28.59743273,-6.65561119,-14.15683954,5.096761513,0.310942901,-63.35100943,179.6247216,-9.875212826,6.946974674
(주)위지윅스튜디오,299900,2021,205611249,27681151,177930098,24383097,24383097,-1242690,-5930447,79451292,18897315,79451292,0,2428958,0,15500000,0,0,21606365,0,420.4369351,420.4369351,15.55731791,15500000,#NAME?,100,-5.096522398,-24.32195959,-2.884300849,-5.11536118,6.097694261,0.168539073,20.07540305,-432.8304726,-3.769856707,59.27495679
(주)위지트,36090,2017,83692241,24281789,59410451,39171022,10249235,4188701,2818512,26835538,11573262,19468779,7366759,8507044,4751960,3000000,11800000,0,17121958,0,231.8753174,168.2220536,40.87124166,14800000,inf,26.16534999,10.69336664,7.195400723,3.367710037,3.752542067,5.256815229,0.394849793,37.75220621,129.6676702,-26.19097068,-145.6754014
(주)위지트,36090,2018,96760110,34631553,62128558,44761863,11272125,4885224,3324027,28058877,16942389,22851383,5207493,8918501,2246444,0,6800000,9918066,23674503,0,165.6134622,134.8769822,55.74176211,6800010.25,inf,25.18243041,10.91380848,7.426024694,3.435327843,5.353270507,5.856068383,0.47358882,12.49018836,14.25774949,27.67764544,13.50543008
(주)위지트,36090,2019,92272490,30214273,62058217,31414936,5496993,440523,-6849780,15762945,22848868,10958389,4804556,6368842,1305972,0,5900000,0,22863180,0,68.9878597,47.96031471,48.6869821,5900000,inf,17.49802387,1.402272473,-21.8042144,-7.423425985,-11.27826643,4.22360537,0.357059461,-42.48592771,-1008.960032,-3.548600851,-4.863443048
(주)위지트,36090,2020,95797726,22088318,73709408,29446990,3579215,-534066,3586479,18799181,18444230,15343995,3455186,6236118,1987367,0,2550000,0,22097787,0,101.9244555,83.19130156,29.9667554,2550000,#NAME?,12.15477371,-1.813652261,12.17944177,3.743803898,5.280525181,3.886206575,0.305850861,-6.683012423,182.4847491,-3.463663579,3.679874405
(주)위지트,36090,2021,114717497,23909139,90808358,30803870,5446285,848012,16790286,32203769,21354371,28264152,3939617,6395904,2416400,0,1950000,0,21941577,0,150.8064508,132.3576892,26.32922732,1950000,inf,17.68052196,2.752939809,54.50706681,14.63620323,24.88815289,6.048029655,0.354101377,4.404901072,162.9785899,-0.711936065,16.49248937
(주)윈스,136540,2017,127625784,36752841,90872944,67235063,28303758,8092240,8649269,69343244,14330183,62401452,6941792,13899131,6272373,2100000,0,24000000,35624266,0,483.8964304,435.4546763,40.44420636,2100018.805,inf,42.09672266,12.03574391,12.86422384,6.777054549,8.568588881,4.345942869,0.470375644,54.18481277,89.5206766,38.40833942,10.11416862
(주)윈스,136540,2018,148301170,46763344,101537826,66605169,32727982,10560359,10805349,70055537,13320261,61092216,8963320,19013212,3304417,2000000,15000000,18000000,24506902,0,525.9321645,458.6412834,46.05509675,17000012.14,inf,49.13730044,15.85516433,16.22298864,7.286084796,9.523457146,4.318507414,0.420122923,-0.945713388,23.37154447,-45.36421617,13.94148542
(주)윈스,136540,2019,158252381,47242165,111010216,75336139,35588948,13470386,13311683,73663603,46448476,67919781,5743821,17042400,1341677,2000000,0,0,26756603,0,158.5920774,146.2260699,42.55659227,2000000,inf,47.24020699,17.88037744,17.66971758,8.411679443,12.52581099,4.178885606,0.49150394,11.58935156,21.60314485,8.408021751,6.288190381
(주)윈스,136540,2020,168773502,43390603,125382899,89255093,40612847,18290829,18424239,88583157,41466265,83719669,4863488,11833172,1780284,10000000,0,0,24112029,0,213.627046,201.8982636,34.60647612,10000000,inf,45.50199393,20.49275664,20.64222711,10.9165472,13.0801344,6.065770128,0.513101461,15.59457677,26.35442604,-10.96786173,6.233870172
(주)윈스,136540,2021,179130762,22800363,156330399,90400942,42704113,20032404,17788001,109054800,21579118,105125390,3929410,17595933,6127793,1000000,0,0,22137185,0,505.3719063,487.1625893,14.5847277,1000000,inf,47.23857081,22.15950803,19.67678722,9.930176594,15.46515034,7.586501221,0.657632409,1.267518872,8.693789323,-8.920935521,5.781954972
(주)윈팩,97800,2017,71156847,37938133,33218714,47151571,-898250,-3608196,-7132506,20989223,37140517,16668151,4321071,4086292,4154278,20600000,0,0,43584666,0,56.51300708,44.87861868,114.2071093,20600000,#NAME?,-1.905026664,-7.652334638,-15.12676216,-10.02363975,-17.7719303,9.01300228,0.499923371,-91.72413577,655.1916803,49.20877677,-151.7407243
(주)윈팩,97800,2018,75073718,37891863,37181855,67512063,5814469,2436524,1474315,11617414,37613822,8516393,3101020,5633463,4319876,25438420,0,0,57176321,0,30.88602376,22.64165816,101.9095551,25438420,inf,8.612489001,3.609020213,2.183780105,1.963823079,2.861740268,9.848591181,0.585562086,30.15830223,248.0878497,23.77147526,5.217366482
(주)윈팩,97800,2019,117478347,70429967,47048380,97926800,12205346,7824608,9293420,20609832,39229043,15066083,5543749,6376719,9413797,11280119,29298671,0,89688067,0,52.53717762,38.40543089,149.6969014,40578790,inf,12.46374435,7.990262114,9.490170209,7.910751417,18.77194224,18.77193633,0.778124473,31.05864482,68.86075315,36.24980121,36.0956977
(주)윈팩,97800,2020,134221229,82255667,51965562,110094842,9906483,5339062,5147816,22461559,55542135,16788028,5673531,4056600,6971591,30530390,26026924,0,102306765,0,40.44057543,30.22575203,158.2888048,56557314,inf,8.998135444,4.849511478,4.675801251,3.835321758,7.207882726,12.26291951,0.840909665,11.05232705,-46.5539827,12.33417751,12.4740938
(주)윈팩,97800,2021,155515197,89660796,65854400,101442176,-1737313,-6445662,-8266036,25412238,79678033,16793961,8618278,8076531,11204991,46352254,9883877,0,119842194,0,31.89365631,21.0772786,136.1500462,56236131,#NAME?,-1.712614091,-6.354025765,-8.14852,-5.315259318,-16.68673905,16.68069592,0.89505679,-8.529653386,182.8318643,14.63209944,13.69253193
(주)윈하이텍,192390,2017,102766060,50898667,51867393,68571220,10825677,4691638,3868483,49964606,26217082,42205578,7759026,17746997,6254996,15113038,14850000,7000000,25756587,0,190.5803476,160.9850326,98.1323025,29963044.81,inf,15.78749365,6.841992894,5.641554868,3.764358583,7.428836437,4.838155398,0.653382687,-47.93695664,237.3861751,-365.2875554,-51.32933675
(주)윈하이텍,192390,2018,124942058,67703475,57238583,95230103,17281929,9129454,6402720,66510369,47711710,54929254,11581115,40513181,7539128,24886951,14250000,3500000,26219548,0,139.400514,115.1274058,118.2829334,39136953.8,inf,18.14754837,9.586731204,6.723420219,5.124551414,11.73669901,3.269131893,0.836422556,27.99417638,48.60987305,1.76570931,17.74902571
(주)윈하이텍,192390,2019,107129982,54849625,52280357,83876795,5936194,-2653132,-6628770,43250017,47516797,31997796,11252223,10599021,3699179,29510149,6715352,0,35427899,0,91.02048061,67.33996822,104.9144041,36225501,#NAME?,7.077278048,-3.163129922,-7.902984371,-6.187595551,-12.65373538,8.229516828,0.833694867,-13.53569602,444.1010097,25.99180663,-16.62660225
(주)윈하이텍,192390,2020,94087030,41595637,52491393,72822142,5040311,-3829014,658863,41192070,30766450,32735544,8456526,9785358,1486800,18500000,10550000,0,35874458,0,133.8863275,106.4001339,79.24277605,29050000,#NAME?,6.921398989,-5.258035393,0.904756413,0.70026974,1.469475043,9.445876828,0.860981556,-15.18034583,30.70978586,1.244782569,-13.86264611
(주)윈하이텍,192390,2021,116089755,60050206,56039549,94497839,10004492,2018116,-131642,62690139,50668218,41925675,20764463,17801823,5467593,24481474,750000,7000000,34554111,0,123.7267492,82.74550923,107.1568331,25231480.03,inf,10.58700612,2.135621324,-0.139306889,-0.113396742,-0.232422618,3.240944269,0.784110926,22.93777004,289.7321066,-3.821099608,18.95320134
(주)윌링스,313760,2019,48729957,12491283,36238674,42871637,9908080,3481272,3090076,34069250,8457578,27889324,6179926,17828785,4431016,550000,3107100,0,13131844,0,402.825135,329.7554454,34.46948142,3657100,inf,23.11103726,8.120221768,7.2077397,6.341224557,6.697302786,2.406449926,0.520224632,-120.4204122,42.02935019,-163.1322075,-138.2307766
(주)윌링스,313760,2020,44163415,7954279,36209136,63238933,14553564,-110161,320337,28667438,6052314,19843332,8824106,16217829,3667819,150000,1250000,0,13178414,0,473.6607849,327.8635576,21.96760232,1400000,#NAME?,23.0136141,-0.174198069,0.506550292,0.725344723,0.887237753,4.447603026,1.235509864,32.20689381,3260.167391,0.353380915,-10.34010164
(주)윌링스,313760,2021,58205550,22204729,36000821,36106051,5782391,-1265541,-295846,42213556,21523617,17635183,24578373,12219481,16236683,1000000,0,0,13002490,0,196.1266826,81.93410522,61.67839617,1000000,#NAME?,16.0150192,-3.505066228,-0.819380663,-0.508277991,-0.819069956,2.403203632,0.675286479,-75.14774186,91.29534326,-1.353002386,24.12507914
(주)유니온커뮤니티,203450,2017,48497945,17364112,31133833,37074380,14766714,2324017,1877413,31098667,10373168,22116218,8982449,12853176,3457815,2811888,4000000,0,9542726,0,299.799126,213.2060138,55.77248391,6811888,inf,39.82996884,6.268525596,5.063909363,3.871118663,5.712327546,2.512164722,0.719726469,2.611854871,154.4548943,-36.25551022,-20.01652854
(주)유니온커뮤니티,203450,2018,48291855,15872621,32419234,35925284,15277459,3305011,3631625,30684058,11521020,22550112,8133945,14019033,2571935,4000000,1000000,0,9664485,0,266.3310887,195.7301697,48.96050598,5000000,inf,42.52564573,9.199679535,10.10882753,7.520160491,10.66357184,2.794554206,0.690012199,-3.198571791,29.68201921,1.259860199,-0.426759337
(주)유니온커뮤니티,203450,2019,54525583,19927436,34598147,40989880,16844012,3485230,4094554,36957795,14967295,26865818,10091977,16662707,5278782,8000000,1000000,0,10080762,0,246.9236759,179.4968162,57.59683026,9000000,inf,41.09309908,8.502659681,9.989182696,7.509418102,12.21937933,2.671939727,0.797333231,12.35572292,5.170935634,4.129419978,11.43266639
(주)유니온커뮤니티,203450,2020,58800905,23214546,35586360,43789956,14923934,2352925,2188861,40985587,18568493,31237957,9747630,13476403,5328188,11000000,0,0,9997456,0,220.7265124,168.230976,65.23439318,11000000,inf,34.0807239,5.373207043,4.998545785,3.722495428,6.097488344,2.949391383,0.850585057,6.394333897,-48.12329335,-0.833271984,7.270843876
(주)유니온커뮤니티,203450,2021,55837562,20144065,35693497,39023422,14054143,358918,2324159,38175639,14765143,26175690,11999949,11691890,4178782,9000000,0,0,9372803,0,258.5524502,177.2803013,56.43623263,9000000,inf,36.01463501,0.919750195,5.955805208,4.16235759,6.521222398,3.100998705,0.680808511,-12.21454643,-555.5606016,-6.664527143,-5.307078056
(주)유니크,11320,2017,193398534,105866697,87531837,223767756,22251942,1818268,4019749,64568267,85760626,52517786,12050481,34693391,21979527,44400000,16962500,0,101795444,0,75.28894087,61.23764302,120.9465043,61362500,inf,9.944212874,0.81256926,1.796393311,2.078479561,4.529392177,6.781050379,1.161623376,82.56074839,80.26044565,90.79251229,71.12823927
(주)유니크,11320,2018,191868775,101904434,89964341,202970321,17182770,-1130503,3887060,68783622,81319247,57341473,11442149,31304572,18710316,44400000,16083260,0,100810089,0,84.58467649,70.51402357,113.2720285,60483260,#NAME?,8.465656415,-0.556979461,1.915087871,2.025895042,3.953739661,5.73523375,0.976800634,-10.24653994,260.8370787,-0.977436891,-0.797294401
(주)유니크,11320,2019,209312992,108591118,100721873,217074567,21685058,1401709,4753549,81805220,93456528,68515375,13289844,39790966,25543245,50400000,9916620,0,103859829,0,87.53291156,73.31256196,107.8128462,60316620,inf,9.989681564,0.645726959,2.189823094,2.271024342,4.702291414,5.630988785,1.018723052,6.497419847,180.6517615,2.936399982,8.334034516
(주)유니크,11320,2020,216856940,115398702,101458238,211725445,17134735,-1966846,-2866414,87607899,102739591,70426552,17181346,37309016,28940460,57900000,9449980,0,101617018,0,85.27180043,68.5486007,113.7401006,67349980,#NAME?,8.092903052,-0.928960617,-1.353835388,-1.321799524,-4.323658237,8.441634488,1.595790822,-2.526442677,171.2668404,-2.207121449,3.478767154
(주)유니크,11320,2021,223713103,117050436,106662667,245926923,25552747,2038615,4755779,91456576,107384309,64459739,26996837,39475567,30860312,57900000,7000000,0,104119174,0,85.16754156,60.02714885,109.7388986,64900000,inf,10.39038211,0.828951534,1.933817958,2.125838378,4.586435421,6.205063189,1.13585267,13.90717112,196.4795216,2.403165434,3.064712307
(주)유니테스트,86390,2017,133383441,50271551,83111889,163843820,58218942,31100367,21552965,95900294,43724476,68113994,27786301,26187366,16443790,13400000,0,0,22776732,0,219.3286296,155.7800121,60.48659416,13400000,inf,35.53319375,18.98171503,13.15457916,16.15865121,19.78753235,5.921332465,1.123192892,-50.09838211,93.4450452,-357.1295566,-67.72179614
