기업,거래소코드,연도,자산,부채,자본,매출액,매출총이익,영업이익,당기순이익,유동자산,유동부채,당좌자산,재고자산,매출채권,매입채무,단기차입금,장기차입금,사채,유형자산,이자비용
(주)디알젬,263690,2021,84564344,22998074,61566270,85813032,27163259,12420063,12611860,63067380,20615114,42049128,21018252,15707689,7817270,5000000,0,0,13116744,0
(주)디알텍,214680,2019,71560870,32846839,38714031,46786896,20254916,1982672,1638451,46089086,13770581,35440190,10648895,22710262,3858163,5049828,0,11896458,8006027,0
(주)디알텍,214680,2017,43378522,16597048,26781474,37757616,15400442,-840580,-1993321,30295189,4838148,20044340,10250848,18367101,416348,1710785,0,10000000,4600192,0
(주)디알텍,214680,2021,92729744,46235085,46494660,62637503,26852786,2934797,2346581,55806679,38119848,43008683,12797994,26442353,1442746,7900010,0,0,13528902,0
(주)디알텍,214680,2020,90155734,53416444,36739291,47663845,17766663,-3161372,-5233629,53573302,25027276,44332004,9241299,21676854,1022305,8900000,0,20073881,12551645,0
(주)디알텍,214680,2018,49653053,17619192,32033861,43183164,18202962,1761899,1650478,33984028,14661507,24468798,9515229,22493204,1979721,3304073,0,0,6060602,0
(주)디앤씨미디어,263720,2019,52879947,11025570,41854377,42139941,42139941,8089184,4535360,47989719,10450051,46974244,1015476,5505879,216469,0,0,0,2482240,0
(주)디앤씨미디어,263720,2018,43768673,6596971,37171702,32081829,32081829,6423382,5567466,39224851,6190428,38498615,726235,3263248,270086,0,0,0,2257545,0
(주)디앤씨미디어,263720,2021,63079390,6294434,56784955,25572997,25572997,2895508,4635039,36843606,5783317,36352936,490670,2716360,139643,0,0,0,2838228,0
(주)디앤씨미디어,263720,2020,62870110,10720194,52149916,55063661,55063661,12687332,10655355,54898247,10168376,54405581,492666,4562957,116122,0,0,0,2774238,0
(주)디앤씨미디어,263720,2017,35747220,3771775,31975445,26536904,26536904,5432589,4536199,33031636,3410365,32754338,277298,2716967,343519,0,0,0,2274001,0
(주)디어유,376300,2021,133555984,9980347,123575637,40000767,40000767,13240793,-25232230,106042325,9256569,106042325,0,3303449,3891,0,0,0,166690,0
(주)디에스앤엘,141020,2018,74234227,41005291,33228936,11087403,1294779,-4351887,-13288275,65049065,39922738,46125280,18923787,4357408,1505615,0,0,811110,2266439,0
(주)디에스앤엘,141020,2020,87066092,15918840,69201992,1511000,1511000,-30278,-3133743,71667332,14732457,68944185,2723148,0,0,0,0,0,131233,0
(주)디에스앤엘,141020,2021,4344764,2767213,1577550,3042844,32689,-4951047,629406,3580915,816313,3308599,272315,1823971,165175,119000,0,0,4412,0
(주)디에스앤엘,141020,2019,19012926,32809986,-13797060,875623,437688,-7261695,-43718062,18259470,32780515,18259470,0,1131417,254275,3226057,0,0,15028,0
(주)디에스앤엘,141020,2017,35474508,5020658,30453850,46533423,6405603,2442186,2363896,25828773,2720913,23656219,2172554,7560564,1570341,0,0,1889849,99952,0
(주)디에스케이,109740,2019,148458560,37930064,110528496,76019403,18921930,11899508,10095750,52376711,37021543,48333140,4043572,18933133,2660331,1000000,0,0,22071600,0
(주)디에스케이,109740,2020,142651601,39722966,102928635,32090737,2260005,-4594489,-6250183,58003373,39094789,52091439,5911934,17947032,4781826,0,0,0,22318169,0
(주)디에스케이,109740,2021,170431129,14418035,156013094,48992061,8148559,2871302,9185799,71218231,13928423,53962124,17256106,4409428,6779063,0,0,0,20977139,0
(주)디에스케이,109740,2018,144853007,44430543,100422463,117447230,30316099,24765293,20131592,85754412,43868646,81617910,4136502,18044047,5216178,3500000,0,0,13579341,0
(주)디에스케이,109740,2017,153376217,77372544,76003673,102528479,19854281,16426873,-25604152,110146929,76954240,107937121,2209808,24740176,27818901,3500000,0,0,7003269,0
(주)디에이치피코리아,131030,2019,118968820,11221884,107746936,60441371,36922724,15188582,14595869,88659121,9714593,82839484,5819637,7672430,1117569,0,0,0,24138144,0
(주)디에이치피코리아,131030,2017,94570545,8016972,86553573,49808082,27680655,12615805,12878979,66756122,7038302,62115813,4640309,7430392,1523488,0,0,0,25381807,0
(주)디에이치피코리아,131030,2021,140038413,13017634,127020779,57316372,32525183,10471811,9891511,91017008,11375134,81226083,9790924,6318930,1519239,0,0,0,38717254,0
(주)디에이치피코리아,131030,2018,103905345,9004089,94901256,49624684,27134699,10715330,10002749,70676177,7711550,65690835,4985342,6208978,759978,0,0,0,22912597,0
(주)디에이치피코리아,131030,2020,129896760,11013816,118882944,60826955,38323955,15507639,14405010,93430669,8582107,86682583,6748086,3974151,1212776,0,0,0,28266873,0
(주)디에이테크놀로지,196490,2019,123800679,58340702,65459977,107549535,14141542,634515,-20670950,78994831,55881217,76247074,2747756,22171984,5422154,3935014,1534220,0,22167385,0
(주)디에이테크놀로지,196490,2018,157208549,80738057,76470492,91110422,11148931,1325616,-17379095,94836596,76181692,90858036,3978560,38250793,8336783,2300000,3068440,0,23346770,0
(주)디에이테크놀로지,196490,2021,143288567,51826590,91461977,42867089,-325601,-11543039,-15050841,81514187,50493270,73934280,7579908,18578058,7558700,1100000,1333320,0,18231563,0
(주)디에이테크놀로지,196490,2020,118517926,21263558,97254368,33373145,-4381181,-12884799,-30236291,64666577,20806611,60592414,4074164,17255028,4379142,3910462,0,0,18445431,0
(주)디에이테크놀로지,196490,2017,91963115,48885298,43077817,100382714,10682018,4200287,786538,53019660,43018819,49432617,3587043,42419256,12865305,2500000,4602660,0,22394643,0
(주)디에이피,66900,2019,225787010,125180122,100606888,270484203,11461071,807517,996179,71381525,77508850,31861731,39519794,20879471,15753454,40730000,21500000,0,139134189,0
(주)디에이피,66900,2018,219431626,116576129,102855496,304108132,21981198,11628499,7510631,59521919,84636137,31239475,28282444,22739796,15109050,34108000,11700000,0,145178035,0
(주)디에이피,66900,2021,224769513,110350877,114418636,307896912,18506076,7692729,8155243,87034298,77469341,42159527,44874771,29254182,21672750,26840000,4500000,0,122631742,0
(주)디에이피,66900,2020,223460259,118741958,104718300,301339709,18851164,8150326,5014753,74795263,74431304,36018656,38776606,25675492,17288972,35070000,16300000,0,133300811,0
(주)디에이피,66900,2017,229912365,134662718,95249647,297905538,18372320,7474137,5277713,66445854,87804435,29579971,36865883,22625730,15916469,36148000,27556880,0,157536389,0
(주)디엔에이링크,127120,2019,24516852,15609743,8907110,13471617,2209637,-4875786,-13745362,12341919,14917156,8529216,3812703,4193098,1125670,2050000,479090,0,4691962,0
(주)디엔에이링크,127120,2020,50945816,14491195,36454621,13812934,1792678,-6300925,-13890890,44607476,14234092,40834154,3773322,4350456,1735101,2050000,229130,0,3116178,0
(주)디엔에이링크,127120,2021,39400859,9655382,29745477,20154002,5223179,-3344234,-6042033,30650027,8954958,28760330,1889696,7667764,1109593,1000000,0,0,5682296,0
(주)디엔에이링크,127120,2018,34747561,15309511,19438050,12094514,3236358,-2780530,-3751618,18739058,14367711,16517748,2221310,6381627,1169207,2050000,729050,0,4173683,0
(주)디엔에이링크,127120,2017,24992396,1477790,23514607,14179692,6311870,1463912,1361306,15142615,1322790,13192869,1949747,5414960,572812,0,0,0,3137105,0
(주)디엔에프,92070,2019,110119296,19850202,90269095,58814557,20758226,5245037,2231167,32409394,12648983,14741831,17667563,3684303,890726,6000000,6666666,0,56327975,0
(주)디엔에프,92070,2018,115553080,25482894,90070186,74242592,29981439,14783161,14116309,38521832,15993634,21481266,17040566,4300778,3897864,6000000,9229998,0,58206126,0
(주)디엔에프,92070,2021,160596276,16551189,144045086,87022155,28596492,11129083,10736858,59439050,16095574,32447573,26991478,6104283,5848339,6000000,0,0,60887487,0
(주)디엔에프,92070,2017,102224630,20733243,81491387,74380663,28896613,15092377,13231627,38984962,12100164,26414013,12570950,3709750,2432783,3500000,8333326,0,51445269,0
(주)디엔에프,92070,2020,130080843,15577345,114503498,83155225,29598100,12924686,15821310,44294741,14861674,25955086,18339654,4299789,1307567,6000000,0,0,56495751,0
(주)디엠에스,68790,2018,315609965,165000859,150609106,293684096,58685622,33991766,18180467,165814551,161592033,164353734,1460818,58709593,23615302,85675699,3000000,0,30533712,0
(주)디엠에스,68790,2020,369359243,158733706,210625537,223494762,53382588,28955908,36393046,212676846,158636924,211856891,819955,23826416,50682882,68761242,0,0,24901189,0
(주)디엠에스,68790,2021,390119286,151545410,238573876,205472801,54768582,27826470,30408954,228656718,150356430,227750552,906166,47911214,48857650,35150861,1000000,0,20357331,0
(주)디엠에스,68790,2017,279263248,145185574,134077674,265966852,40285748,21222871,7232563,137211551,128855269,134506017,2705533,29928799,53954290,64841927,16000000,0,40214424,0
(주)디엠에스,68790,2019,298807052,142300670,156506382,193234089,43390279,17274188,12539995,136849051,141143073,135720348,1128703,30364420,15880361,78340757,600000,0,27690172,0
(주)디오,39840,2019,240173065,101511249,138661816,87716698,63839805,26604541,11508058,137063959,79858063,117824053,19239906,116045375,3379574,37115981,7172000,10000000,84683393,0
(주)디오,39840,2020,278392045,123470888,154921157,77005576,57456523,35475621,9803598,161945998,101744088,145039214,16906785,98748592,1698486,62699365,16495800,0,97806677,0
(주)디오,39840,2021,296868124,116015949,180852175,102663557,74502337,27196224,25016081,174034053,102537364,155884807,18149246,141222766,4735870,62268762,9112480,0,96629390,0
(주)디오,39840,2017,168212064,46356425,121855640,78075286,53366296,26084178,15010076,92498656,30409803,81755613,10743042,83683943,2696445,14400000,12961118,0,68259380,0
(주)디오,39840,2018,199605860,79644402,119961458,71369828,47041038,1165886,2557998,107455537,48848198,93184995,14270541,103557601,3006160,20400000,16600000,10000000,77540342,0
(주)디와이디,219550,2019,50541095,21072260,29468835,48109003,16324533,-1733377,-3142621,28885725,19616608,19976101,8909625,7323458,445569,0,0,0,799621,0
(주)디와이디,219550,2020,21166135,3486400,17679735,30388158,6032191,-8510014,-10149609,14114045,2645422,8776400,5337646,5044803,688262,0,0,0,524143,0
(주)디와이디,219550,2021,8453731,5040725,3413006,14048424,1274480,-9414673,-41651013,4764343,1419071,3925906,838438,1954725,178678,0,3000000,0,641100,0
(주)디와이디,219550,2018,32003160,2669564,29333596,54157675,20458574,5344448,3999899,26835480,2402135,17575219,9260261,2912469,866463,0,0,0,82902,0
(주)디와이디,219550,2017,44552922,6086765,38466157,63692286,34127958,10752559,6432242,39660789,5953666,34401194,5259596,6440459,209670,0,0,0,101622,0
(주)디이엔티,79810,2019,45872808,27832951,18039857,29443763,-710052,-6348483,-6982922,16775400,15716407,15430068,1345334,3665885,2985025,4200000,10850000,0,26230555,0
(주)디이엔티,79810,2020,52020483,26405477,25615007,22807840,1361739,-6242678,-9781426,24255072,16147906,19224507,5030565,2881568,3940705,8000000,9700000,0,25221087,0
(주)디이엔티,79810,2021,59875905,33635324,26240581,42035184,4782333,1182144,997764,29837576,23420304,29420051,417526,18982587,4396294,8000000,9800000,0,25298600,0
(주)디이엔티,79810,2018,59770841,42313361,17457480,74849074,-4776902,-12081753,-10942949,22734206,20599819,20955022,1779185,6227265,4779405,7000000,15600000,4419376,31931294,0
(주)디이엔티,79810,2017,72592259,44968372,27623887,176696709,11069914,2047639,2771883,37736340,34075765,32562039,5174301,17417244,10904444,5500000,10827770,0,29462323,0
(주)디지아이,43360,2018,51376874,3957532,47419342,21067104,5597429,-1500612,-591742,25148651,3033701,22004893,3143758,9467379,890252,3992,0,0,12891112,0
(주)디지아이,43360,2019,48781971,3203037,45578934,15369640,3632682,-3300403,-3365623,21509786,2262485,18653823,2855963,6508859,843234,1908,0,0,12535059,0
(주)디지아이,43360,2020,51313837,5028990,46284848,15466089,5609489,445611,683749,24786862,4071414,21272281,3514581,7712574,1393971,676993,0,0,12187294,0
(주)디지아이,43360,2017,52592359,3897898,48694461,24750765,6468763,540542,540970,28241319,2904245,25477551,2763768,10576468,1061310,332223,0,0,12856983,0
(주)디지아이,43360,2021,49549283,4097750,45451534,14589088,4149915,-1424224,-626193,21850990,3122842,17992952,3858039,5914743,730028,659197,0,0,12003610,0
(주)디지캡,197140,2019,44358090,15544510,28813580,19282616,5211254,1005657,1142824,10657205,4285131,10657205,0,2763390,1604378,0,4763380,6000000,17599244,0
(주)디지캡,197140,2021,57062701,14354318,42708383,16414313,4289555,259354,-358307,20281832,10844570,20281831,0,3129655,1598388,7000000,1038100,0,21858176,0
(주)디지캡,197140,2020,47233275,14284550,32948724,15675193,4301615,488866,111803,8514546,10021095,8514545,0,2520497,981912,0,2424980,0,22229874,0
(주)디지캡,197140,2018,36931541,12023879,24907662,18022795,5182921,1532807,1132202,17351438,4107203,17351440,0,4212244,2410950,0,5991660,0,17636534,0
(주)디지털대성,68930,2017,78562730,14251914,64310816,56820821,27243433,5410123,5096927,18076645,13508484,17732855,343790,3923520,497697,0,0,0,1546745,0
(주)디지털대성,68930,2018,81628015,22761962,58866054,58651268,26818740,1006438,1229559,21013139,21980427,20675487,337652,6624484,471958,0,0,0,1749661,0
(주)디지털대성,68930,2021,215332477,74774417,140558059,176345994,65338986,17833540,14087390,35482408,58150045,32443403,3039006,8142062,2349773,8800000,0,0,64008600,0
(주)디지털대성,68930,2020,112749122,40999398,71749724,100643066,37303243,7213155,6828308,21657847,36505288,21278721,379125,10833339,530581,0,0,0,5975695,0
(주)디지털대성,68930,2019,105405415,34931245,70474171,89600446,40129582,9525683,11134433,29770222,30685716,29392612,377610,4762193,373816,0,0,0,7283434,0
(주)디지틀조선일보,33130,2019,83541339,8405604,75135735,31849762,6640970,2738391,3061539,47235656,7383642,47085734,149922,20520296,1786025,0,0,0,1757821,0
(주)디지틀조선일보,33130,2020,83902435,5784793,78117642,28389383,28389383,1544320,3012329,49409482,5450471,49244615,164868,17419645,994146,0,0,0,1485130,0
(주)디지틀조선일보,33130,2021,91704411,9711285,81993125,31361590,31361590,2267567,2639824,45232729,7208859,45089368,143361,17441231,884259,0,0,0,1921734,0
(주)디지틀조선일보,33130,2017,75198925,7260127,67938798,38315401,9631701,5357706,4982346,47697974,7086447,47606127,91847,20562419,1268159,0,0,0,2879580,0
(주)디지틀조선일보,33130,2018,78720247,6804555,71915692,37853975,10767243,6431880,5134187,46415272,6604475,46243998,171274,20670744,1264896,0,0,0,2287086,0
(주)디케이앤디,263020,2020,52059021,7078912,44980109,37512328,8402009,1493229,1081698,24206967,5848375,21291841,2915127,7895439,3331058,0,0,0,9844962,0
(주)디케이앤디,263020,2021,71052482,29886784,41165698,37686111,6525519,-99254,-4130789,31241465,24388203,28816628,2424837,7352183,2931041,0,5000000,0,16592971,0
(주)디케이앤디,263020,2019,50222361,5278955,44943406,34748575,6448030,812390,2694766,25130610,3826890,22501016,2629595,10648201,2692079,0,0,0,9877641,0
(주)디케이앤디,263020,2018,47506780,5353613,42153167,37122470,6720330,1226772,2741666,23453466,4158501,20834373,2619093,7182127,2776694,0,0,0,9484464,0
(주)디케이티,290550,2020,54419941,9381633,45038307,134497053,9494126,5809148,3887765,42843421,9286927,42217481,625940,17634336,8395433,0,0,0,551318,0
(주)디케이티,290550,2018,42660575,26222283,16438292,80671161,7422783,3947007,-5591436,32895498,25479442,32498458,397039,9627341,5502000,0,0,0,510108,0
(주)디케이티,290550,2021,131270745,87146227,44124517,115975649,8070450,4273280,-810878,114221960,31700670,113132811,1089150,11158819,10023755,0,30000000,21805606,2532464,0
(주)디케이티,290550,2019,55467020,14406969,41060051,112873728,10392140,6246960,3179761,44956507,13969660,44434033,522473,20247906,12427233,0,0,0,499314,0
(주)디티앤씨,187220,2019,150900605,68201052,82699553,41658375,10988412,-174109,-7226228,34056562,39854003,34056562,0,19573751,0,9000000,20942340,6000000,76310359,0
