기업,거래소코드,연도,자산,부채,자본,매출액,매출총이익,영업이익,당기순이익,유동자산,유동부채,당좌자산,재고자산,매출채권,매입채무,단기차입금,장기차입금,사채,유형자산,이자비용
(주)연이비앤티,90740,2020,68132172,47864466,20267706,5457365,3086894,-1330656,-62660251,31154683,44893032,31154683,0,210975,28805,10200000,2500000,0,8353137,0
(주)연이비앤티,90740,2021,62104527,31502979,30601548,7531176,5744230,21964,1694764,14025984,29974778,14025984,0,2384094,29822,14020000,1250000,51104,7840209,0
(주)연이비앤티,90740,2017,84116876,22673790,61443086,41892571,601646,-5030525,-7914447,19571443,16996736,18580391,991052,2209180,4319584,2000000,5000000,0,19436563,0
(주)연이비앤티,90740,2018,98744101,34721677,64022424,11649150,2652380,-48595,2463501,32762400,29245788,32568410,193990,616534,494919,7000000,5000000,0,20720000,0
(주)영림원소프트랩,60850,2021,54333037,18570784,35762253,47533372,21250462,4260148,4465587,37357364,9022276,37357364,0,6034603,208494,0,4000000,0,7743990,0
(주)영림원소프트랩,60850,2020,51303188,18704629,32598559,43811574,19268529,4212074,4533655,35892751,11214281,35892752,0,4838495,77699,0,2000000,0,5274528,0
(주)영우디에스피,143540,2021,88612899,25766095,62846804,79616464,17695417,8497555,8822917,53466370,19690620,47804738,5661633,16998468,6906678,5400000,6000000,0,17186133,0
(주)영우디에스피,143540,2018,110001964,101250194,8751770,145959793,-4628713,-14271581,-17750609,82955822,94523527,72757947,10197876,35647722,29294469,19050000,6716667,0,17113132,0
(주)영우디에스피,143540,2020,103438673,54572360,48866313,101611716,16763273,6832051,6635325,67680188,48002588,47098204,20581984,13104543,28070862,7796000,6422222,0,17320549,0
(주)영우디에스피,143540,2017,162153478,127018411,35135067,258081454,8841090,-363716,-4736508,132841860,111495057,132841860,0,85830637,62482620,27760605,0,0,16004475,0
(주)영우디에스피,143540,2019,112411734,93912061,18499673,100432751,19834386,11800801,-1803438,80017957,84538875,67488328,12529629,53114227,18611272,17696000,116667,0,16977820,0
(주)예림당,36000,2021,118984873,3418607,115566266,15868262,6703466,2101448,2671902,56216865,3158938,49460575,6756288,5574295,313623,0,0,0,14946067,0
(주)예림당,36000,2017,87053725,8038772,79014952,26373896,14397071,1848692,1122312,19136334,6229722,9863471,9272862,7482699,1013471,3700000,0,0,16111796,0
(주)예림당,36000,2018,123002057,11213444,111788613,22951678,11161320,289796,35214196,61112159,8734328,52603190,8508969,7435612,253945,0,0,0,15770641,0
(주)예림당,36000,2019,115349225,5260958,110088267,18398297,6380996,-949355,-1298729,55062517,3191204,48545388,6517130,6767997,365235,0,0,0,15601769,0
(주)예림당,36000,2020,116948258,4156331,112791927,16701706,8409247,3545350,2735657,58651134,2736440,51556469,7094663,6420554,583284,0,0,0,15193130,0
(주)예선테크,250930,2021,58053481,26978212,31075268,23149321,6264141,-625167,3076179,20323810,12033829,18500457,1823352,17115471,2895780,5096000,13600420,0,23361963,0
(주)예선테크,250930,2019,38550147,9929489,28620658,25475578,9406171,5533695,-6687365,17701157,5638977,16474455,1226701,10761188,892439,3440000,2300000,0,8684509,0
(주)예선테크,250930,2020,56835204,28590136,28245068,19117338,6494791,586110,-106824,22166046,13305388,20828281,1337764,15819227,2196356,8901207,13300000,0,21197348,0
(주)예선테크,250930,2018,,,,,,,,,,,,,,,,,,
(주)예선테크,250930,2017,,,,,,,,,,,,,,,,,,
(주)예스티,122640,2017,116894482,61881559,55012923,150431280,28262822,15703688,14628283,77719726,29750642,50511851,27207874,21868005,12874243,9964730,6878120,30000000,22216551,0
(주)예스티,122640,2021,184666565,103692442,80974123,69337347,6693031,-7986514,-23606038,65153231,68082782,60633325,4519905,16752788,9160839,12200000,30163300,3931819,44094412,0
(주)예스티,122640,2019,162657722,107668725,54988998,53365358,-5787300,-21704254,-32234718,46835070,37733071,37196877,9638194,17884595,5998955,17700000,27819760,33191080,48521979,0
(주)예스티,122640,2020,154133677,90867899,63265778,63474902,10328340,744392,1611649,50055067,62182333,41383306,8671761,7260744,4271577,17100000,27289150,0,50433931,0
(주)예스티,122640,2018,126840855,78818680,48022175,92091501,14021125,165227,-4665542,56988557,53361378,31988177,25000381,14861194,6511592,8700000,20391920,5000000,37714483,0
(주)오공,45060,2020,96239302,24128056,72111246,57221578,12081434,4176742,3932371,28152574,19156480,22349135,5803439,8628292,4952544,11400000,0,0,37098526,0
(주)오공,45060,2017,83677037,31720507,51956530,56445230,11079951,4044030,3374876,25797995,22778015,19690367,6107626,10270261,4709225,11600000,3860096,0,44169060,0
(주)오공,45060,2021,94166654,19556211,74610443,65407290,10785331,2942431,3013840,27250920,12613162,18866899,8384020,9368978,6141026,4500000,2000000,0,36850202,0
(주)오공,45060,2019,92783057,23753242,69029815,56984478,10847724,3584486,3358475,25567584,16775194,19104709,6462875,9059983,4128417,9400000,2000000,0,49507042,0
(주)오공,45060,2018,94971214,28204532,66766682,54049935,9752411,2614056,2971331,28629156,19592740,22238340,6390816,8991955,4236097,9100000,3704405,0,45310056,0
(주)오디텍,80520,2021,136650209,15911387,120738822,46897938,4390254,2634638,3204383,54981951,7672694,45312389,9669563,11306609,2542298,0,0,8000000,9455341,0
(주)오디텍,80520,2020,124264603,7370964,116893639,37085721,1531883,-163578,6576354,46330154,5141129,39570742,6759413,9192779,2258995,0,0,0,8946124,0
(주)오디텍,80520,2018,120012495,6131957,113880538,41466914,2502881,1009572,2115796,42152900,4629360,36010484,6142417,11459900,2240205,0,0,0,9777987,0
(주)오디텍,80520,2019,118234154,5846152,112388002,37731934,2149874,585576,887865,41810077,4278005,34569811,7240267,11468653,1619571,0,0,0,9676939,0
(주)오디텍,80520,2017,116227475,5069858,111157616,44973784,5570481,3805706,4545499,56157404,4041384,50845503,5311901,10425598,2075231,0,0,0,9082631,0
(주)오로스테크놀로지,322310,2021,74884135,10414608,64469526,39563686,24096057,1956162,1837518,49510145,8243778,39120417,10389729,293901,1341134,2000000,0,0,13438236,0
(주)오르비텍,46120,2020,99813776,52720856,47092921,47522413,-6101910,-11358207,-21098092,57797751,48116787,41876284,15921467,14467759,6334527,19100000,2145690,0,25006721,0
(주)오르비텍,46120,2019,126252852,57798619,68454233,74556580,8328231,4664716,998518,56963336,50813272,34828106,22135230,21151056,7833271,15700000,4345400,0,39110124,0
(주)오르비텍,46120,2021,122690786,63777509,58913277,57524013,8441141,690266,5474828,63518982,51166837,50707059,12811922,33045751,7587731,10000000,8040000,0,22481923,0
(주)오르비텍,46120,2018,126130700,58300994,67829706,67921225,9044225,5647004,3430698,55325377,45370919,32542523,22782854,21517786,9870340,4827925,9411640,0,40832793,0
(주)오르비텍,46120,2017,114439531,54670875,59768656,47332946,7008464,3736020,2591040,48980257,25679274,35089400,13890857,12297176,7175368,300849,19360333,6800000,40710907,0
(주)오리엔탈정공,14940,2021,96926276,23800054,73126222,60393164,13256872,7010066,7487293,34863625,13835879,24103786,10759838,6869767,5086225,0,0,0,29281965,0
(주)오리엔탈정공,14940,2019,65089445,30984181,34105265,59522470,7370796,1018663,2503827,30078398,19051835,22984021,7094376,6232754,6135316,5000000,0,0,29902984,0
(주)오리엔탈정공,14940,2018,60953725,33500702,27453023,41201091,5418261,76000,-1931061,27915655,23030202,20910127,7005528,7321929,6400553,10102000,0,0,24299698,0
(주)오리엔탈정공,14940,2020,92090211,26157972,65932238,69049057,15780739,9509368,32215718,29187978,14726284,22262941,6925036,6965891,4852780,0,0,0,29667887,0
(주)오리엔탈정공,14940,2017,56929722,31540627,25389095,47621915,10071331,4243921,2084377,17499114,21459291,13756507,3742608,5372002,7344024,10102000,0,0,24622464,0
(주)오리엔트정공,65500,2020,72340749,35482978,36857771,50503039,691439,-5216314,-24867873,14106196,31368161,10630817,3475380,7335919,8291375,20244124,2300000,0,12165721,0
(주)오리엔트정공,65500,2017,69127516,27897510,41230005,61682435,5589570,1027328,666317,18551091,19301820,15020537,3530555,6186529,9671336,6700000,8000000,0,21233225,0
(주)오리엔트정공,65500,2021,75297121,37233323,38063798,79538931,7932950,1792010,1633418,16477828,32767812,13000419,3477409,11501228,10286487,19962243,2300000,0,13379702,0
(주)오리엔트정공,65500,2019,85155077,29199436,55955641,65499093,3611091,-2101014,-5425422,14298701,28368620,10252549,4046152,6460092,8197863,18008527,0,0,16152414,0
(주)오리엔트정공,65500,2018,87539735,26179563,61360172,62891832,3385265,-1811743,-10737393,36272330,25366139,32601266,3671063,6072443,7638867,7773972,0,0,19486593,0
(주)오리콤,10470,2021,144598333,67223750,77374583,102099904,41032561,3872736,2470381,59602339,54598210,59602339,0,20606709,7278721,0,0,0,41471384,0
(주)오리콤,10470,2020,122047215,53128237,68918978,82968896,32912623,-143196,-843221,45624336,41660917,45624336,0,11102301,5132615,0,0,0,32314300,0
(주)오리콤,10470,2017,148697870,81946985,66750886,100266090,39792831,3977229,2708622,75706266,73686240,75706266,0,17100756,6126892,0,0,0,31504542,0
(주)오리콤,10470,2019,140917191,69644777,71272414,113009121,40767427,4874917,3283218,66382346,59747270,66382346,0,16868735,8643166,0,0,0,33687561,0
(주)오리콤,10470,2018,155006222,85147677,69858545,106964120,43085827,7656835,6026223,82642802,76990664,82642802,0,15365212,5048393,0,0,0,31332442,0
(주)오비고,352910,2021,34240430,6654517,27585914,6493003,6493003,-6259188,-6087343,30731314,3115447,30731315,0,2131425,0,0,499980,0,861875,0
(주)오스코텍,39200,2020,61171527,11699777,49471751,23409943,21516046,-9825524,-10521917,38524374,8465378,37428621,1095753,13166931,50516,0,938700,0,8569215,0
(주)오스코텍,39200,2019,67291544,12656927,54634617,4374303,2279681,-13857577,-15023777,46430597,9062279,45414839,1015757,1501315,43946,1100000,1314180,0,12239289,0
(주)오스코텍,39200,2018,60268193,17529157,42739036,11688259,9250694,2192517,1103047,40278145,14662333,39276599,1001545,9960577,231424,2068394,1684530,0,11446495,0
(주)오스코텍,39200,2017,34225053,13694700,20530353,3700345,2020388,-3520763,-4059580,15952119,10526579,15067481,884638,1801769,3560,1940000,2080890,0,9445372,0
(주)오스코텍,39200,2021,42326989,12045798,30281191,3894327,1942711,-18836475,-20131271,9080570,8933646,7877874,1202696,1196396,46194,6000000,563220,0,18777676,0
(주)오스테오닉,226400,2021,64170418,28638524,35531894,15597796,6501797,579412,-2851720,40744398,25218088,33317437,7426959,13642874,394872,3205000,0,0,11601518,0
(주)오스테오닉,226400,2019,52317322,23360617,28956705,11161204,5029086,479507,498679,31377621,10545573,24148760,7228862,11812877,348061,1837100,5480800,5000000,13821655,0
(주)오스테오닉,226400,2020,63330127,39048640,24281487,12614551,5495239,228040,-5380648,42225447,20311210,34737437,7488011,12475254,417442,2215000,3320000,12000000,12616871,0
(주)오스테오닉,226400,2018,43998745,15501689,28497055,9084786,3916738,135796,-6636572,29661920,5644445,25358414,4303506,9880432,1347451,1760000,2335280,7000000,8369604,0
(주)오스템,31510,2020,206856422,90801768,116054654,106707546,12580097,2068342,2573650,72578481,87152287,61562449,11016033,24026507,6751063,66100000,0,0,58629598,0
(주)오스템,31510,2017,237800445,116922290,120878155,168927130,26957720,2431626,416898,87492887,101871434,78495237,8997649,50589860,12588933,58800000,12091053,0,84926960,0
(주)오스템,31510,2021,196652281,86761866,109890415,83387060,7820428,-5340309,-11178324,65249027,83872753,52249202,12999825,20682189,4963852,63100000,0,0,56872292,0
(주)오스템,31510,2019,213496364,104115997,109380367,123697655,19065903,-9661483,-13981087,69886564,101008017,60568702,9317862,42205855,9172535,60400000,0,0,70860739,0
(주)오스템,31510,2018,216692698,104640906,112051792,142300336,22340308,-1099164,-7154145,84247957,92356486,75326779,8921178,50827629,11671822,59500000,8000000,0,74507664,0
(주)오이솔루션,138080,2021,199161732,41858326,157303406,98680728,36265119,2352887,13920359,105531783,40811344,72197288,33334495,12648428,821749,34000000,0,0,38676079,0
(주)오이솔루션,138080,2020,192558671,46958510,145600161,103171576,40485967,7305499,12227115,127503960,44794323,105019706,22484255,18192200,1881741,36000000,0,0,38591778,0
(주)오이솔루션,138080,2017,94571334,29537660,65033674,76535200,22621078,-2553112,-2337761,55648377,25309451,36808475,18839901,14601328,1014228,20000000,0,0,29306062,0
(주)오이솔루션,138080,2018,97783204,31761361,66021842,81406056,27288887,364222,2640669,55790487,26118830,36050849,19739638,18705038,1740744,19400000,200000,0,30119403,0
(주)오이솔루션,138080,2019,182714758,44740222,137974536,210242068,87407344,58874489,47025522,136298952,43064598,112076819,24222133,33562202,2023748,27000000,0,0,29191779,0
(주)오킨스전자,80580,2017,57364456,32916408,24448048,37111838,6045599,403687,-642806,23412943,25176815,16452569,6960374,6957037,468456,12703333,4871020,0,25948778,0
(주)오킨스전자,80580,2018,49448739,25257848,24190892,31857846,6817897,1254735,212937,17075623,16343489,10238536,6837086,5850421,244683,12743514,3361210,5500000,24075337,0
(주)오킨스전자,80580,2021,78832172,41498376,37333797,57673008,11843870,3014624,2138306,35193467,23338437,26768837,8424630,9314652,3221123,14908292,5175210,12000000,28506321,0
(주)오킨스전자,80580,2020,59563345,27362162,32201184,43140674,9304869,1130215,953352,19069346,18959343,11311288,7758058,7044278,888472,13666944,6066120,0,26547154,0
(주)오킨스전자,80580,2019,55574356,28767995,26806361,36620071,8742135,1686841,677551,20496626,20918266,12754815,7741810,7714694,1098251,12935510,4066400,2500000,26405752,0
(주)오텍,67170,2019,211376528,64594086,146782441,100678798,8155667,1380313,11050767,45010150,60578509,36748642,8261509,9867771,10894113,47600000,0,0,16482344,0
(주)오텍,67170,2020,227434135,76835116,150599019,135122820,12814727,4190656,5003086,58377523,59508173,52889169,5488354,6744445,12164727,44500000,1700000,10880000,16733136,0
(주)오텍,67170,2017,191997330,65159577,126837754,120168133,9676489,3972384,20042519,47586034,59616392,41330590,6255443,11714761,12854777,39600000,3333333,0,17041205,0
(주)오텍,67170,2018,214235143,71809028,142426115,107877546,8694660,1866978,15426684,57890480,67548289,52636298,5254182,10281612,18254157,44600000,666667,0,16718245,0
(주)오텍,67170,2021,239709889,92076170,147633720,100923047,6321847,-183040,-436962,65170961,73110539,49538894,15632067,12864195,18060905,51176210,2700000,11855000,17138797,0
(주)오파스넷,173130,2020,50929141,28332324,22596817,111973363,17059411,6118723,6017875,39824688,19943648,32135483,7689206,14849741,12436966,60605,0,0,1755010,0
(주)오파스넷,173130,2019,65756400,48074786,17681614,104149383,13553674,3057622,-11878218,55595916,41146810,44058705,11537211,14968995,19215278,8647882,0,0,2453319,0
(주)오파스넷,173130,2021,76921503,47869010,29052493,121692106,19395123,5804514,6273065,64874055,39011740,47982446,16891609,16401159,20512120,5338577,0,0,1628215,0
(주)오파스넷,173130,2018,51562708,21328611,30234098,79083415,12437912,3070674,2289021,47026895,18542863,42274679,4752215,17631781,10511357,0,0,0,492909,0
(주)오픈베이스,49480,2019,81509917,25007999,56501917,53749679,15332884,1468396,1610447,30786326,24141737,27638276,3148049,12211769,8228864,11405682,0,0,8234643,0
(주)오픈베이스,49480,2017,77859369,24237568,53621800,43174318,14795256,1087001,3908618,26777599,16164638,24962041,1815558,9764613,6227317,6163823,8000000,0,8658206,0
(주)오픈베이스,49480,2021,97525585,35493133,62032452,74679938,18718041,3771788,3387676,45637522,33959536,39010064,6627458,11473142,18025741,8198615,0,0,7923624,0
(주)오픈베이스,49480,2018,77668873,21961119,55707754,45006289,16002683,1618497,1490224,27112253,21796119,24705785,2406469,10486904,5931541,4443402,0,0,8396067,0
(주)오픈베이스,49480,2020,85031248,26581364,58449884,60405505,15517161,2684295,2262168,33176659,26230577,28381382,4795277,13282662,9655233,10180527,0,0,8096705,0
(주)오하임아이엔티,309930,2020,29776828,8985692,20791136,27805577,18343045,4009396,176059,25953646,7197540,23487930,2465716,3613392,4274557,0,0,760000,271612,0
(주)오하임아이엔티,309930,2021,40119460,14022728,26096733,32328894,20630680,3664893,3680925,29203988,7056513,25950559,3253429,4183431,4487171,0,0,0,604116,0
(주)오하임아이엔티,309930,2018,,,,,,,,,,,,,,,,,,
(주)오하임아이엔티,309930,2019,,,,,,,,,,,,,,,,,,
(주)옵트론텍,82210,2020,257015340,139838207,117177133,140224957,35507072,-5897019,-18037953,84657108,89021686,78203599,6453510,76353762,14376344,47452000,19748331,7938482,58174031,0
(주)옵트론텍,82210,2021,273227525,174081180,99146345,110750063,17308326,-32482035,-28629205,87618846,139608702,82628519,4990328,75167370,17716806,82289750,11474999,12102411,53999664,0
(주)옵트론텍,82210,2017,226740047,112033392,114706655,149943083,51717111,22719248,6082806,77185500,96885399,67358699,9826801,72002012,20370352,59985200,10650000,0,64697193,0
(주)옵트론텍,82210,2019,254015846,125958128,128057718,163866344,44760928,22798324,6887039,91892739,77158787,83923053,7969687,68816037,11648195,41403700,35184996,4312865,62559280,0
(주)옵트론텍,82210,2018,243897294,122702306,121194988,128773136,35296195,13630366,9710841,86344409,102114362,79100040,7244369,77917810,26342393,57948650,16050000,0,57977470,0
(주)옵티팜,153710,2018,42639445,7195037,35444408,13958304,5521142,-696412,-604456,29036163,5769380,28308644,727519,1195840,563221,4410000,0,0,13030163,0
(주)옵티팜,153710,2019,41719479,6110458,35609022,13652787,4501683,-1191021,-655332,28031834,4367870,27358044,673790,1103906,302349,3350000,0,0,13176501,0
(주)옵티팜,153710,2020,41321032,7541335,33779697,13045854,3509046,-3453542,-2352288,25675609,5524179,24958729,716879,863483,383308,4290000,0,0,13347139,0
(주)옵티팜,153710,2021,41168305,10213141,30955164,14258440,3738286,-4504699,-3079658,25866887,7850892,24810710,1056177,1002412,575037,5830000,0,0,13612761,0
(주)와이더플래닛,321820,2021,51947241,30105947,21841294,29995485,11981575,-4441611,-8051441,39227108,6285904,39227107,0,2199428,3026383,0,0,35000000,3523590,0
(주)와이비엠넷,57030,2021,83227564,40258375,42969189,58331473,23469442,3762912,2609533,32623368,30808020,30368322,2255045,5073542,538221,14000000,0,0,9783868,0
(주)와이비엠넷,57030,2020,76435964,35995409,40440555,52604367,21389003,-1202892,-1614657,35618897,32369202,32693340,2925558,5325711,394742,14320000,0,0,18473461,0
(주)와이비엠넷,57030,2018,77324148,35253796,42070351,62611447,27171707,1007625,402770,35677162,32208492,30551517,5125645,7008484,371324,16066000,250000,0,23667095,0
(주)와이비엠넷,57030,2017,79177205,36092154,43085051,60986567,24371404,1164308,-5736703,36063323,32056857,28975085,7088237,7122766,396204,16194000,1250000,0,24417484,0
(주)와이비엠넷,57030,2019,75749192,33607907,42141286,60080366,26430631,2627668,1783632,32939174,29407593,28308385,4630788,5603668,455926,14320000,0,0,19743209,0
(주)와이솔,122990,2020,311514429,24461473,287052956,185505932,45435927,12964354,4511629,142164978,22848114,130817233,11347745,69029335,12722563,0,0,0,138560323,0
(주)와이솔,122990,2017,289191761,84354533,204837228,303437262,71212140,39405198,33972964,145591364,77451033,134248601,11342762,61429309,15403927,25960827,4467102,0,115224126,0
(주)와이솔,122990,2018,293487140,61664331,231822809,260037522,68883434,33312200,32190363,109570699,60178947,97960492,11610208,37798165,10208375,21026360,0,0,145840525,0
(주)와이솔,122990,2019,326706206,37927302,288778903,185060777,49942363,18474035,7285193,144982772,36243649,135211985,9770786,54530048,6467866,12700000,0,0,148520123,0
(주)와이솔,122990,2021,336194685,27145085,309049601,189109115,27110917,1690464,28187574,181324553,26144694,159423892,21900661,88370342,15667842,0,0,0,130465116,0
(주)와이어블,65530,2021,140425477,64904318,75521159,78495699,7729118,3684625,2513750,56854591,50735257,56854591,0,27709177,28551115,12000000,6000000,0,76709097,0
(주)와이어블,65530,2020,145308182,74360476,70947706,88960417,8159305,4426604,3011391,57653489,63112071,57653489,0,48949855,34235140,15000000,3500000,0,82578127,0
(주)와이어블,65530,2018,130811458,60967357,69844101,65938407,4917814,2064786,1004565,36698044,45925311,36698045,0,24647222,17099751,19000000,8000000,0,86184766,0
(주)와이어블,65530,2019,149671361,79768012,69903349,86274637,6653925,3464674,2070820,55995126,69311698,55995126,0,50576820,33930740,16000000,3000000,0,89119647,0
(주)와이어블,65530,2017,135593949,59347834,76246115,83104150,8532595,5556422,4119658,40274891,45328724,40274891,0,22221104,9098293,19800000,0,0,85538275,0
(주)와이엔텍,67900,2021,276678779,89660832,187017948,106326791,36093106,33031371,24408211,30765241,59287871,26366307,4398934,8232689,1044953,33900000,14326900,0,168085079,0
(주)와이엔텍,67900,2019,221476027,91015209,130460818,86238104,25730430,22864196,16774496,31425908,48053097,31314177,111730,9582762,2002421,23000000,35367900,0,175018575,0
(주)와이엔텍,67900,2018,187174542,73244684,113929858,61772441,16099256,13733406,9394426,20333320,37295672,20236664,96655,6956521,1104215,19000000,29298250,0,151847326,0
(주)와이엔텍,67900,2017,163547040,59006013,104541027,60524267,14784611,11148333,8804383,15313722,31116178,15232568,81154,7625040,1278811,17160300,21009027,0,133231251,0
(주)와이엔텍,67900,2020,240538973,89168949,151370023,99975458,33096923,29956314,20370653,37623295,55029222,32933327,4689968,9430274,1540691,30000000,20186500,0,172991377,0
(주)와이엠텍,273640,2021,52122134,3201027,48921108,30029978,11188752,6963011,6446945,39424013,2786361,35306598,4117415,3834627,901971,0,0,0,12396387,0
(주)와이오엠,66430,2021,39089640,19921700,19167940,37301462,3169991,419639,394963,17714255,17933592,16452272,1261983,7146578,2359563,9646000,0,0,12484156,0
(주)와이오엠,66430,2019,37987572,24046307,13941265,58051573,3748396,-1164698,-25326880,18969824,21330856,17406407,1563417,8416439,2150368,5806000,1600000,0,13557503,0
(주)와이오엠,66430,2020,28288038,10541641,17746398,31802152,3973849,1269967,2381946,14285892,7137667,12973211,1312680,8091442,1687712,4646000,1600000,0,12912654,0
(주)와이오엠,66430,2018,38799729,32533348,6266381,30702210,2715872,275262,-3057232,17700062,32424027,16703466,996598,6596229,2974953,5236617,0,0,15002346,0
(주)와이오엠,66430,2017,14174391,4814746,9359645,30183891,2822691,1244281,-2761761,10669974,4799615,9484254,1185720,7496459,3204856,6000,0,0,2930868,0
(주)와이제이엠게임즈,193250,2017,93615763,27734924,65880839,7368629,819999,-3321730,-13225254,67542184,5140759,67506237,35946,1161422,641543,0,0,25000000,271216,0
(주)와이제이엠게임즈,193250,2021,70434878,21539917,48894961,6301849,1463983,-3845997,-6141397,16162897,16324253,16162897,0,1564132,306210,0,0,4575578,893914,0
(주)와이제이엠게임즈,193250,2018,77164215,27053244,50110971,16761006,3679694,423876,-16218108,48656116,26764578,48592793,63323,3415652,631360,0,0,0,208725,0
(주)와이제이엠게임즈,193250,2019,65603505,11838058,53765447,10368775,2214575,-2911502,-7773755,23328189,11816035,23260176,68012,2722089,503887,0,0,0,241659,0
(주)와이제이엠게임즈,193250,2020,58982396,11089150,47893246,4642416,-509056,-4791868,-5556572,12570965,8024195,12548967,21998,1367633,442594,0,0,3025596,222416,0
(주)와이즈버즈,273060,2018,,,,,,,,,,,,,,,,,,
(주)와이즈버즈,273060,2021,61665195,21138559,40526636,12262077,12262077,1800317,2714624,53490551,18458337,53490551,0,22548956,12451130,0,0,0,3996296,0
(주)와이즈버즈,273060,2017,,,,,,,,,,,,,,,,,,
(주)와이즈버즈,273060,2019,,,,,,,,,,,,,,,,,,
(주)와이즈버즈,273060,2020,68798557,32350943,36447614,12270204,12270204,1281058,-2143900,61548827,28305705,61548828,0,29683868,19201904,2000000,0,912803,3327934,0
(주)와이지-원,19210,2021,670937914,390310539,280627375,315335749,79779269,42294378,18170521,264077449,264817991,147425714,116651735,109671040,30225955,141248243,41832290,60000000,281125951,0
(주)와이지-원,19210,2020,699790499,432488923,267301576,273249511,48785799,5821661,-38659696,276109847,289599779,159285324,116824523,104666782,12091761,149464743,97421703,23000000,288772958,0
(주)와이지-원,19210,2017,614256145,323357546,290898599,321777001,97112051,51287311,24046311,241449685,192593690,121684774,119764911,102864543,31936884,76310870,90995599,18947287,286502975,0
(주)와이지-원,19210,2018,696068617,389050105,307018512,340264272,87093169,39848022,23698338,292175015,255269278,130510935,161664081,116292866,38638934,113889694,87527160,24953141,294749410,0
(주)와이지-원,19210,2019,686510706,383623570,302887136,330868998,68561421,23287035,3085008,283552852,214506207,137748936,145803916,123729865,22024752,136584103,74537079,67869030,284934611,0
(주)와이지엔터테인먼트,122870,2021,431966601,53139871,378826730,210564485,75829888,28975081,23996044,126376480,51173086,121165820,5210661,23292000,2667456,0,0,0,161747730,0
(주)와이지엔터테인먼트,122870,2019,369572810,39452991,330119819,147685997,47064408,7588999,-13383730,63467893,37975181,60618542,2849351,11306955,927547,0,0,0,133461527,0
(주)와이지엔터테인먼트,122870,2017,452868867,119722652,333146214,264116784,66264337,25840672,19224133,202107706,50694317,191552949,10554756,37873958,2582465,0,0,0,78715598,0
(주)와이지엔터테인먼트,122870,2020,399658757,46707114,352951643,153643086,51061798,7739747,15647948,129214799,45312112,123851502,5363298,13873506,4147612,0,0,0,158657619,0
(주)와이지엔터테인먼트,122870,2018,453702791,107717035,345985756,171135361,46514932,8889259,15229705,140021625,39479140,130869752,9151873,16287411,1707157,0,0,0,96304428,0
(주)와이티엔,40300,2020,296057230,105805270,190251960,126729817,7807025,1479169,7807003,62063939,22109771,61727983,335955,37727011,0,0,0,0,49374312,0
(주)와이티엔,40300,2019,280022667,96210647,183812020,127781800,7605546,838818,-3023924,44453361,18123962,43697344,756017,39296268,0,0,0,0,50172233,0
(주)와이티엔,40300,2021,367949865,126061586,241888279,137439425,9157751,1130218,51044337,164646708,39880732,164249244,397464,39138939,0,0,0,0,47784469,0
(주)와이티엔,40300,2018,285286582,97053031,188233550,132360036,8321180,868148,831253,41823558,27351330,41444423,379134,41343165,0,0,0,0,61201522,0
(주)와이티엔,40300,2017,298159234,107657731,190501503,131050999,9016956,2164046,4537490,50903948,43798952,50465549,438399,44643848,0,15000000,2291667,0,65152341,0
(주)와이팜,332570,2021,107498205,21556667,85941538,57780320,6684085,461902,-7383680,85760572,16673777,42180146,43580427,6037890,4044055,12100000,0,0,2896883,0
(주)와이팜,332570,2020,104367510,7460387,96907123,37354123,4998223,-3703219,9295790,80060850,1336417,62365134,17695716,2940948,509942,0,0,0,2947890,0
(주)우리기술,32820,2020,106689237,56559291,50129946,33130237,11663023,2162732,-1648000,43222282,42595934,40167444,3054838,6392727,866000,13210080,0,2100000,9451317,0
(주)우리기술,32820,2019,91742992,58906774,32836217,16734827,1579796,-9218367,-11709401,26227649,47917387,21526049,4701601,6322345,1651064,13229973,0,0,9380882,0
(주)우리기술,32820,2017,84991088,47707263,37283824,30179282,13211332,5024861,3235817,28301384,28082606,24399302,3902083,10871621,2342592,23283322,10000000,0,9767070,0
(주)우리기술,32820,2018,90282899,57271888,33011011,24608969,5663425,-2874819,-8181716,33432429,27862680,30141025,3291404,5336497,996542,15558073,0,22500000,9397815,0
(주)우리기술,32820,2021,135570450,58811302,76759148,29244140,15062424,6157050,5102018,56433601,37289922,54418223,2015379,5711028,1003019,13037868,9700000,0,9293431,0
(주)우리넷,115440,2020,99782423,40034037,59748386,52351391,12284445,-3251160,-11994697,77695446,19883168,60033898,17661548,14667589,6727295,7024380,0,20000000,16293302,0
(주)우리넷,115440,2019,94460310,22176485,72283825,73657576,18509357,2818126,2271255,67247968,22087433,51959362,15288606,26778031,7461757,7204724,0,0,15615478,0
(주)우리넷,115440,2018,86540630,33101949,53438681,44587381,14645455,997607,1864021,60202821,15666353,45938552,14264269,13919753,2713738,6464137,0,20000000,15631287,0
(주)우리넷,115440,2021,98008817,36304570,61704246,60410288,17659612,2371073,1933697,77819153,36145150,53382499,24436654,9321458,3143715,6000000,0,0,16044200,0
(주)우리넷,115440,2017,72085316,21532760,50552555,51667560,15218052,3229059,3431700,51356584,21527327,40016220,11340365,13290341,4771398,4579481,0,0,15388838,0
(주)우리로,46970,2019,71699814,43681099,28018715,101536211,5001209,232377,-8603656,28888149,41473603,21071058,7817092,13717271,9140460,12134747,227000,0,9587456,0
