기업,연도,유동자산,재고자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,단기차익금,장기차익금,사채,이익잉여금,자본총계,매출액,영업이익,당기순이익,매출채권,이자의 수취,이자의 지급,매출총이익,유형자산,무형자산,영업비용,영업수익,순이자손익,유동비율,부채비율,영업이익률,당기순이익률,ROA,ROE,매출액증가율,영업이익증가율,총자산증가율
003380,2016,1950912696695.0,,5117145647333.0,7068058344028.0,2769541618818.0,1984076476738.0,4753618095556.0,5033700000.0,,,,707632152257.0,2314440248472.0,6196497585196.0,450742455864.0,371782742199.0,,,,,,,,,,70.44171798825039,205.38953635525274,7.274148818210871,5.999885210755557,0.052600406519441034,0.13952694935138737,0.17484356352665806,0.2209184053765836,0.025715491598703753
003380,2017,2045628324149.0,,4988259526808.0,7033887850957.0,2528074123798.0,1491064970535.0,4019139094333.0,7071800000.0,,,,863100159623.0,3014748756624.0,6934326039077.0,464597100414.0,333723096884.0,,,,,,,,,,80.91646937455269,133.31588861267974,6.699960425798506,4.812624831935657,0.047445040915543614,,0.10640233091480211,0.02982077274622291,-0.004857980933880103
003380,2018,2646338687623.0,,5467080956959.0,8113419644582.0,3309777623593.0,1506864946694.0,4816642570287.0,9358419800.0,,,,941673978287.0,3296777074295.0,7357069317679.0,354948850685.0,194337799958.0,,,,,,,,,,79.95518093902062,146.10155499570791,4.8245957100344254,2.6415110632573118,0.023952637540173998,0.05761346440762846,0.0574608258190731,-0.30891281805081133,0.13305509155389153
003380,2019,2527654525910.0,,6088067628106.0,8615722154016.0,3296304028174.0,1869931910604.0,5166235938778.0,9358419800.0,,,,986973904632.0,3449486215238.0,7350259327184.0,306510648996.0,94582868669.0,,,,,,,,,,76.6814742907742,149.7682731983769,4.170065780705305,1.2867963490648184,0.010977938584627244,0.027398886150455395,-0.0009264966298282995,-0.15803105649889548,0.05830068570628922
003380,2020,2678817951776.0,,6684858408154.0,9363676359930.0,3764295417244.0,2144727467747.0,5909022884991.0,9275667700.0,,,,1033019608609.0,3454653474939.0,7723311404491.0,354033884928.0,173596938777.0,,,,,,,,,,71.16386082517604,171.04531403385798,4.5839649133159925,2.2477008848310294,0.018539399708417278,0.06479113439581725,0.048302089320142565,0.13423358032993032,0.07987826331917258
003800,2015,97337995187.0,,284923941939.0,382261937126.0,24981203844.0,7391321154.0,32372524998.0,11090000000.0,,,,327528922841.0,349889412128.0,192732967914.0,34367890812.0,30454019870.0,,,,,,,,,,389.64493382643246,9.252216236299589,17.83186923543636,15.801147151736378,0.07966793685755283,0.084491853512625,-39.072601424045125,-9.301298001225739,-23.4954452706694
003800,2016,91050622478.0,,313630987515.0,404681609993.0,25011490738.0,8684829174.0,33696319912.0,11090000000.0,,,,352073861597.0,370985290081.0,203651325111.0,35793775763.0,30275266915.0,,,,,,,,,,364.03516860219224,9.08292614638247,17.576009261658683,14.866226329977714,0.07481255922532207,0.07928870969632194,0.053612993635317414,0.03983611453681666,0.05540077016938774
003800,2017,72095091251.0,,353799074634.0,425894165885.0,26104105915.0,7103774843.0,33207880758.0,11090000000.0,,,,372615077597.0,392686285127.0,206082705769.0,31438353536.0,26429035047.0,,,,,,,,,,276.1829556076562,8.456592963836291,15.255211939637253,12.824479836083164,0.062055405225100856,0.1054734222012255,0.011798081983285667,-0.1385384963628141,0.04980710606335898
003800,2018,73493516120.0,,399897200707.0,477104522079.0,32646701843.0,12839267572.0,45485969415.0,11090000000.0,,,,397740563246.0,431618552664.0,244986519208.0,40257678344.0,30309785324.0,,,,,,,,,,225.11773616040864,10.538464839904425,16.432609628540487,12.372021702249745,0.06352860625156942,0.06734474909872763,0.158799813005097,0.21907186829402522,0.10733571748775099
003800,2019,74061025394.0,,441913298030.0,519688128676.0,35292977330.0,15875661189.0,51168638519.0,11090000000.0,,,,434609451997.0,468519490157.0,277433283896.0,49912425912.0,44215797914.0,,,,,,,,,,209.84635187195187,10.921346837002124,17.990785103747832,15.937452526631574,0.08508140839516151,0.0906566907342585,0.11695339590242948,0.1934337470397085,0.08194069528870994
003800,2020,100283679069.0,,475662390530.0,575946069599.0,49506169729.0,19503578528.0,69009748257.0,11090000000.0,,,,475609223869.0,506936321342.0,289498514557.0,49322757024.0,49327066761.0,,,,,,,,,,202.56804276711247,13.613099979561968,17.037309189470378,17.0387978800105,0.08564528757934534,0.1151390879945533,0.04167631284555158,-0.011955310764827533,0.09767918194522858
