기업,연도,자산총계,부채총계,자본총계,매출액,영업이익,당기순이익,부채비율,영업이익증가율,매출액증가율,당기순이익증가율,ROA,ROE
로체시스템즈,2017,85124180405,17827835815,67296344590,3.37E+11,2073478671,3317235243,79.05667258,0.492192069,0.898535653,0.376364951,0.038969365,0.077069923
로체시스템즈,2018,94517974128,29947810105,64570164023,73998396133,-1039949626,-1358814351,68.31522218,2.993826065,-3.554155588,3.441271864,-0.014376253,-0.020608938
로체시스템즈,2019,1.20035E+11,54663364621,65371637616,79780176235,4262219474,1196798916,54.46047936,1.24399251,0.072471388,2.135373982,0.009970416,0.018420538
로체시스템즈,2020,1.18509E+11,45099641340,73408988536,1.8021E+11,9263409548,8379650590,61.9440024,0.539886534,0.55729281,0.857177945,0.070709202,0.120761101
로체시스템즈,2021,1.23549E+11,39981813429,83567227514,1.102E+11,13317744743,9457161902,67.63891235,0.304431063,-0.635295382,0.113936012,0.076545814,0.120491653
루멘스,2017,,,,,,,,,,,,
루멘스,2018,,,,,,,,,,,,
루멘스,2019,,,,,,,,,,,,
루트로닉,2017,1.96722E+11,63619526017,1.33103E+11,85772313969,-2825953179,-7003471582,67.66025473,,,,-0.035600782,
루트로닉,2018,2.23975E+11,85690781990,1.38284E+11,92141601119,-5098246098,-7157720917,61.74089454,0.445700909,0.069124989,0.021550063,-0.031957696,-0.052749186
루트로닉,2019,2.05631E+11,90334169111,1.15297E+11,1.15257E+11,-2623339196,-20370256353,56.06981084,-0.943418566,0.200554233,0.648619006,-0.099062096,-0.160660679
루트로닉,2020,1.75617E+11,78560845575,97056133171,1.15565E+11,6210149164,-15367158589,55.26580281,1.422427727,0.002663142,-0.325570777,-0.087503832,-0.144732099
루트로닉,2021,1.86277E+11,64844868604,1.21432E+11,1.73643E+11,29787240033,27685889627,65.1890552,0.791516463,0.334471391,1.555053812,0.148627331,0.253431083
룽투코리아,2017,1.20692E+11,39130191552,81561907991,52432864185,122797755,-36640517055,67.57849793,-241.5715359,-2.311727292,1.755608595,-0.303586707,-0.361000482
룽투코리아,2018,77373851091,10467513595,66906337496,57526531338,3676450345,21507232801,86.47151015,0.966598827,0.08854466,2.703636976,0.277965133,0.289721654
룽투코리아,2019,79352267268,5647513128,73704754140,30101838021,-3098014645,1636986276,92.88298454,2.186711738,-0.911063746,-12.13830978,0.020629357,0.023283885
룽투코리아,2020,83968563708,7147982623,76820581085,52118583394,194946519,2862505420,91.48731108,16.89161305,0.422435606,0.428128148,0.034090203,0.038033537
룽투코리아,2021,75614978155,12849950573,62765027582,36830817077,-10094301173,-8691302116,83.00607778,1.019312532,-0.415080835,1.329352884,-0.114941541,-0.12453006
리노공업,2017,2.46484E+11,18537507028,2.27946E+11,1.41511E+11,49156999398,40362177923,92.47921451,1.205348197,0.739731613,1.215332833,0.163751945,0.277678887
리노공업,2018,2.82622E+11,19778148630,2.62844E+11,1.50354E+11,57544368775,48642069951,93.00190564,0.145754825,0.058817446,0.170220799,0.17211004,0.198219515
리노공업,2018,2.82622E+11,19778148630,2.62844E+11,1.50354E+11,51196135416,48642069951,93.00190564,-0.123998292,0,0,0.17211004,0.185060767
리노공업,2019,3.25716E+11,25537737867,3.00178E+11,1.70307E+11,64141629662,52790182377,92.1595054,0.201826712,0.11715892,0.078577346,0.162074316,0.187524424
리노공업,2020,3.61533E+11,24192132028,3.37341E+11,2.01335E+11,77881753690,55378772170,93.30846396,0.17642289,0.154111227,0.046743358,0.153177508,0.173732051
리노공업,2021,4.66371E+11,48667847133,4.17703E+11,2.80167E+11,1.17104E+11,1.03806E+11,89.56456479,0.33493716,0.281372969,0.466515704,0.222582038,0.274966133
리노스,2017,96505002634,23506210388,72998792246,89672245342,3540238106,4975237097,75.64249547,-32.07810089,-2.124342789,-19.86449613,0.051554189,0.02027804
리노스,2018,94263721040,19216616275,75047104765,71640317711,1617419455,2177006854,79.61398504,-1.188818797,-0.251700833,-1.285356653,0.023094854,0.029409891
리노스,2019,1.11913E+11,36956847886,74956183727,81286180238,-320791749,-442555955,66.97717205,6.041960898,0.118665467,5.919167462,-0.003954463,-0.005900617
리노스,2020,86898591585,17419762947,69478828638,85842920720,-6189068381,-5749778345,79.95391798,0.948168007,0.053082309,0.92303078,-0.066166531,-0.079617514
리노스,2021,92069170255,20267140400,71802029855,85919851224,1468689021,996525552,77.98705001,5.214008747,0.000895375,6.769825303,0.010823662,0.014107014
리더스 기술투자,2017,16544211229,873195976,15671015253,,649411997,599452820,94.72204529,-1.26156743,,-0.662391966,0.036233388,0.013706001
리더스 기술투자,2018,17026660416,2486695619,14539964797,,-740967516,-1060834014,85.3952827,1.876437877,,1.565076923,-0.062304292,-0.070228375
리더스 기술투자,2019,25947435935,5790250723,20157185212,,-3339529249,-3261240272,77.68469017,0.778122166,,0.674714549,-0.125686418,-0.187983179
리더스 기술투자,2019,25947435935,5790250723,20157185212,,-3339529249,,77.68469017,0,,,,
리더스 기술투자,2020,58483627678,36440729716,22042897962,,-10985205226,-11115463077,37.69071591,0.695997555,,,-0.190061108,-0.52679816
리더스 기술투자,2020,58483627678,36440729716,22042897962,,-10985205226,,37.69071591,0,,,,
리더스 기술투자,2021,86381653952,45606373332,40775280620,,8461040835,,47.20363498,2.298327882,,,,
리더스코스메틱,2017,1.92933E+11,83781827579,1.09151E+11,1.39935E+11,-256037246,-7918235336,56.57454062,34.04613281,,,-0.041041478,-0.105628609
리더스코스메틱,2018,1.64067E+11,65402879335,98664018393,1.39186E+11,-13630275776,-13738957352,60.13645638,0.981215549,-0.005377834,0.423665484,-0.083739972,-0.132223153
리더스코스메틱,2019,1.32912E+11,83873775231,49038242528,95635455639,-27824269675,-57757715555,36.89526602,0.510129972,-0.455383764,0.762127757,-0.434556006,-0.782083026
리더스코스메틱,2020,1.46587E+11,78131112376,68455888515,93719510015,-11683480206,17055779182,46.69983566,-1.381505269,-0.020443402,4.386401462,0.116352603,0.290325636
리더스코스메틱,2021,1.06771E+11,51052755401,55718082498,87431172456,-4186161295,-3963350815,52.18473845,-1.790977075,-0.07192329,5.303373579,-0.037120162,-0.063835453
리드코프,2017,1.1148E+12,7.97497E+11,3.17307E+11,4.40174E+11,47831163577,36218496514,28.46304099,1.087519537,0.801371498,1.109428916,0.032488643,0.194187808
리드코프,2018,1.14066E+12,8.07225E+11,3.33435E+11,4.63601E+11,47951435645,31992580925,29.23173056,0.002508206,0.050532866,-0.132090487,0.028047441,0.098326485
리드코프,2019,1.03673E+12,6.68449E+11,3.68285E+11,4.95359E+11,53883905253,40586228928,35.52358294,0.110097247,0.06410986,0.211738026,0.039148158,0.115676485
리드코프,2020,1.09672E+12,6.82591E+11,4.14126E+11,3.732E+11,60086161884,45873178772,37.76048779,0.103222713,-0.327327475,0.115251439,0.041827735,0.117261124
리드코프,2020,1.09778E+12,6.82956E+11,4.14819E+11,3.732E+11,60086161884,45873178772,37.78724976,0,0,0,0.041787411,0.110678512
리드코프,2021,1.34901E+12,9.14428E+11,4.3458E+11,4.92454E+11,61398800760,39929022407,32.21479173,0.021378901,0.242162316,-0.148868067,0.029598795,0.094017088
리메드,2017,12594081179,8408669248,4185411931,6241594297,324726763,36237541,33.23316621,-188.0783507,-77.89874772,-1100.868982,0.002877347,0.000165179
리메드,2018,21511807172,10567121451,10944685721,8003940093,-836183735,-7380776911,50.8775745,1.388343793,0.220184781,1.004909719,-0.343103527,-0.975641675
리메드,2019,34945708933,10321998251,24623710682,18550238032,4287510048,4363103476,70.46275904,1.195027819,0.568526286,2.691634625,0.124853769,0.245335968
리메드,2020,73465525090,48678777721,24786747369,16633018684,1683850775,-1833714345,33.7392911,-1.546252977,-0.115265869,3.37938013,-0.024960202,-0.074223734
리메드,2021,77198041373,51100323287,26097718086,20195049000,1123164634,752329674,33.806192,-0.499202097,0.176381365,3.437381388,0.00974545,0.029570112
리파인,2017,,,,,,,,,,,,
리파인,2018,,,,,,,,,,,,
리파인,2019,36944926519,16972298027,19972628492,,5218417875,5409839234,54.06054464,,,,0.146429828,
리파인,2020,49423768820,13387106513,36036662307,,20232920602,16067183491,72.91362672,0.742082818,,0.663298845,0.325090212,0.573732795
리파인,2021,1.47162E+11,12296368902,1.34865E+11,,21005532771,16881173416,91.64430903,0.036781365,,0.0482188,0.114711806,0.197553961
린드먼아시아,2017,17890040098,1607757155,16282282943,6920119994,2948047705,2318969757,91.01311598,-6.125235028,,-6.279600506,0.129623508,0.030684854
린드먼아시아,2018,44943083300,3491415473,41451667827,8114714051,4673629571,3611541673,92.2314732,0.369216653,0.147213327,0.357900319,0.08035812,0.125109805
린드먼아시아,2019,53176680704,7872048196,45304632508,8535675194,5392669158,4222053671,85.19642804,0.133336492,0.049317849,0.144600719,0.079396713,0.097331344
린드먼아시아,2020,65557429198,16712509382,48844919816,11551344557,6547481688,5078208095,74.50707023,0.176375068,0.261066523,0.168593805,0.077461977,0.107875353
린드먼아시아,2021,64205186284,11065858651,53139327633,16192845199,7224482314,5289776838,82.76485236,0.093709223,0.286638981,0.039995779,0.082388622,0.103737135
링네트,2017,85250502606,30331874626,54918627980,1.48507E+11,5202413027,4706149209,64.42029818,-0.388679114,0.890962403,-0.124013839,0.055203771,0.087104169
링네트,2018,92659133184,40321338428,52337794756,1.37561E+11,4069975380,3490101817,56.4842266,-0.278241891,-0.07957285,-0.348427483,0.037666031,0.065079586
링네트,2019,94447962375,36413722348,58034240027,1.31919E+11,7023526916,7022815221,61.44573008,0.420522562,-0.042765114,0.503033797,0.07435645,0.127257149
링네트,2020,1.23219E+11,54485412805,68733860904,1.49461E+11,7352789362,7576530511,55.78174488,0.044780617,0.117365688,0.073082962,0.061488193,0.119533707
링네트,2021,1.30747E+11,56175193279,74572045949,2.14784E+11,10622226143,8669445593,57.03527385,0.307792052,0.304133343,0.126065164,0.066306911,0.12099216
링크제니시스,2017,15290331189,1946694886,13343636303,11793696185,3518219707,2713735334,87.26845834,-2.01920489,-17.21174986,-2.194654056,0.177480481,0.061734955
링크제니시스,2018,36098618636,4719930415,31378688221,11631823032,2346692801,2196294446,86.92490019,-0.499224656,-0.013916404,-0.23559723,0.060841509,0.098219154
링크제니시스,2019,37630382461,3269849034,34360533427,11404800975,1030926686,571790492,91.3106144,-1.276294554,-0.019905832,-2.841082489,0.015194916,0.017395718
링크제니시스,2020,41957165801,8433508284,33523657517,12876500891,2813160870,514412646,79.89971886,0.6335344,0.114293466,-0.111540504,0.012260424,0.015155595
링크제니시스,2021,47799713277,7216777245,40582936032,16030334530,3945447639,4301072885,84.90204909,0.286985628,0.196741598,0.880398994,0.089981144,0.116078008
마니커에프앤지,2017,49610350987,29964799118,19645551869,85864304882,2278057490,1388681897,39.59970345,-0.731935061,0.813306186,-2.097234071,0.027991777,0.046113789
마니커에프앤지,2018,52850160984,29330130899,23520030085,99418999490,6216764179,4077091885,44.50323262,0.633562184,0.136339077,0.659394015,0.077144361,0.188904757
마니커에프앤지,2019,58497680014,21813207137,36684472877,99832949660,4373751184,2944572717,62.71098763,-0.421380394,0.004146428,-0.384612396,0.050336573,0.097819019
마니커에프앤지,2020,86577470986,45407211277,41170259709,92297703518,3702176127,3300385535,47.55308655,-0.181400083,-0.081640668,0.107809471,0.038120605,0.084783171
마니커에프앤지,2021,1.05446E+11,40960152401,64486220583,84928791193,47744857,-177984055,61.15546581,-76.54083601,-0.086765774,19.54315284,-0.001687911,-0.003369108
마이더스AI,2017,18780494817,8857896847,9922597970,14909489231,-953150008,-5309971090,52.83459284,1.05009165,-4.696291126,0.966481163,-0.282738615,-0.142724241
마이더스AI,2018,49385746449,28950903728,20434842721,13304514757,-4964479425,-11832274005,41.37801732,0.808006051,-0.120633823,0.551229875,-0.239588846,-0.779530404
마이더스AI,2019,55633996724,52649489729,2984506995,12996701043,-6117680817,-36530356121,5.364538179,0.188503034,-0.023683988,0.676097491,-0.656619302,-3.119672968
마이더스AI,2019,,,,,,,,,,,,
마이더스AI,2020,45387413354,6988068519,38399344835,8222168663,-3972734779,-12185418853,84.60351009,,,,-0.268475728,
마이크로디지탈,2017,5479807749,5054699111,425108638,4554063776,492741235,-29776006,7.757729057,9.062517396,-0.805457514,-408.2361767,-0.005433768,-0.001533879
마이크로디지탈,2018,11704259585,2829317376,8874942209,4723394345,-1226973650,-1656521744,75.82660094,1.401590723,0.03584934,0.982024983,-0.141531528,-0.356239288
마이크로디지탈,2019,23210223546,5400923743,17809299803,3926070709,-6371186411,-6297072610,76.73041049,0.807418341,-0.20308438,0.736937805,-0.271305987,-0.471969382
마이크로디지탈,2020,20788836549,13150467107,7638369442,2290186872,-10510884722,-10468628621,36.74264995,0.393848703,-0.714301465,0.398481612,-0.503569721,-0.822757363
마이크로디지탈,2021,35236466932,22811218307,12425248625,4304627977,-6432059502,-7628336684,35.26247012,-0.634139846,0.467971011,-0.37233437,-0.216489829,-0.760414862
마이크로컨텍솔,2017,41284656528,4353546822,36931109706,27006640223,-1785617407,-3856012921,89.45480673,-2.602148745,0.840608534,-0.978296453,-0.09340063,-0.156251922
마이크로컨텍솔,2018,35818677452,3870441467,31948235985,25683997231,-3535072900,-4497585286,89.19434847,0.494885266,-0.051496774,0.142648182,-0.125565364,-0.130593148
마이크로컨텍솔,2018,36450622701,3870441467,32580181234,25683997231,-3516965900,-4158428011,89.38168629,-0.005148472,0,-0.081559011,-0.114083868,-0.12888672
마이크로컨텍솔,2019,37413849712,4671856681,32741993031,34428726931,671642074,831946921,87.51302869,6.236369245,0.253995151,5.998429474,0.022236336,0.025472114
마이크로컨텍솔,2019,38044902802,4671856681,33373046121,34428726931,619874442,831054762,87.72015083,-0.083513093,0,-0.001073526,0.02184405,0.025139659
마이크로컨텍솔,2020,42743113508,8240253778,34502859730,39274889541,1654132531,1120573601,80.72144703,0.625257088,0.123390865,0.258366643,0.026216471,0.033018303
마이크로컨텍솔,2021,51602974173,9746631952,41856342221,61382432205,7933450389,7572126967,81.11226706,0.791498976,0.360160747,0.852013363,0.146738189,0.198329128
마이크로프랜드,2017,56111035146,8072341078,48038694068,50189557838,6302635444,5509395828,85.61363009,-0.258751273,-0.223012014,-0.374402421,0.098187385,0.122573972
마이크로프랜드,2018,61725039651,15676254153,46048785498,40562200026,-3067389602,-1865835716,74.60308776,3.05472283,-0.237348019,3.952776485,-0.030228182,-0.039661722
마이크로프랜드,2019,58240306976,17109811517,41130495459,36672297607,-2765560489,-4637509269,70.62204441,-0.109138496,-0.106071958,0.597664262,-0.079627143,-0.10639017
마이크로프랜드,2020,66137581417,18345353959,47792227458,51025386690,4936766108,6438053260,72.26183122,1.560196782,0.281293098,1.720327882,0.097343343,0.144801082
마이크로프랜드,2021,70123223246,14426193178,55697030068,60501218907,10241953345,7858305762,79.42736727,0.517985882,0.15662217,0.18073266,0.112064241,0.151867082
마인즈랩,2017,,,,,,,,,,,,
마인즈랩,2018,,,,,,,,,,,,
마인즈랩,2019,27411584746,61588169306,-34176584560,0,0,0,-124.6793459,,,,0,
마인즈랩,2020,22574909235,77221219056,-54646309821,10013542841,-2926337396,-20385918078,-242.066576,1,1,1,-0.903034332,0.459023954
마인즈랩,2021,35384947639,5572595247,29812352392,8244246526,-6750059356,1478840573,84.25150913,0.566472346,-0.214609826,14.78506815,0.041792928,-0.119098261
마크로젠,2017,1.78707E+11,83534282424,95173119108,1.01793E+11,3019233796,9275218347,53.25639469,3.235686208,0.91900931,0.840560026,0.051901702,0.148420744
마크로젠,2018,1.795E+11,61451043271,1.18049E+11,1.12831E+11,928621659,1707352845,65.76546021,-2.251306672,0.097835576,-4.432514067,0.009511708,0.016014775
마크로젠,2019,2.25531E+11,1.17708E+11,1.07823E+11,1.22253E+11,719925376,-13383140822,47.80857439,-0.289885994,0.077064653,1.127574899,-0.059340465,-0.118501752
마크로젠,2019,2.25531E+11,1.17708E+11,1.07823E+11,1.02815E+11,3710590597,-13383140822,47.80857439,0.805980919,-0.189058756,0,-0.059340465,-0.124120967
마크로젠,2020,2.8779E+11,89263082225,1.98527E+11,1.12603E+11,7161768385,87875403613,68.9832489,0.481889053,0.08693043,1.152296778,0.305345665,0.573692477
마크로젠,2021,3.01176E+11,99025194576,2.02151E+11,1.29175E+11,11792982396,2312091030,67.12054164,0.392709313,0.128285106,-37.00689613,0.007676865,0.01154089
맘스터치,2017,1.04782E+11,47847331647,56935032669,2.39568E+11,15461424782,11255858293,54.33646496,0.237264187,0.460801438,0.794587763,0.107421305,0.086888868
맘스터치,2018,1.27373E+11,54871720675,72501216486,2.59078E+11,20830057881,16807520735,56.92042447,0.25773491,0.075306374,0.330308231,0.131955195,0.259703458
맘스터치,2019,1.39939E+11,58923632849,81015594096,2.88853E+11,18969712512,12925526340,57.89341264,-0.098069244,0.103081226,-0.300335498,0.092365283,0.168392325
맘스터치,2020,1.16775E+11,38641809575,78132849056,2.86043E+11,26269642013,23385740135,66.90907939,0.27788462,-0.009824621,0.44729026,0.200263828,0.29388588
맘스터치,2021,1.22938E+11,41488013091,81450249802,3.00998E+11,39456451017,23300727181,66.25296949,0.334211736,0.049682569,-0.003648511,0.189531938,0.292019986
매일유업,2017,5.90951E+11,3.03462E+11,2.87489E+11,8.81178E+11,51150807092,34745673770,48.64854408,0.228625055,0.65841478,0.329391989,0.058796155,0.1883543
매일유업,2018,6.15716E+11,2.68756E+11,3.4696E+11,1.30058E+12,74368030528,58337520219,56.35070632,0.312193604,0.322473187,0.404402627,0.094747441,0.183899612
매일유업,2019,6.75196E+11,2.71561E+11,4.03634E+11,1.39326E+12,85294893142,64335095875,59.78034324,0.12810688,0.066517358,0.093224011,0.095283592,0.171424304
매일유업,2020,7.44817E+11,3.04685E+11,4.40131E+11,1.4631E+12,86487192695,57653481257,59.09255881,0.013785851,0.047733916,-0.115892648,0.077406272,0.136657564
매일유업,2021,9.81699E+11,4.84407E+11,4.97292E+11,1.55187E+12,87797405868,74245215795,50.6562345,0.014923142,0.057204375,0.223472103,0.075629294,0.158402793
매일홀딩스,2017,8.87079E+11,4.16634E+11,4.70445E+11,1.49363E+12,63081071818,19589183178,53.03305024,-0.391818549,-0.038991673,-2.790112897,0.022082791,0.04048452
매일홀딩스,2018,8.48941E+11,3.32873E+11,5.16067E+11,1.49077E+12,66963742688,63026331496,60.78955816,0.057981689,-0.001917914,0.68919049,0.074241164,0.127776067
매일홀딩스,2019,9.56463E+11,3.82619E+11,5.73844E+11,1.59075E+12,84428027324,67228784024,59.9964396,0.206854112,0.062851491,0.062509721,0.070288937,0.123365632
매일홀딩스,2020,1.01683E+12,4.27829E+11,5.89001E+11,1.66165E+12,83361192877,41281659487,57.92522354,-0.012797735,0.042667045,-0.628538796,0.040598361,0.071001118
매일홀딩스,2021,1.25673E+12,5.89611E+11,6.67123E+11,1.80674E+12,93830177568,96445400495,53.08385727,0.111573749,0.080302489,0.571968603,0.076742918,0.153560305
매직마이크로,2017,92684328296,58786950999,33897377297,77652130524,-3384793564,-4593097902,36.57293301,28.72109312,-22.26704273,21.99789784,-0.04955636,-0.013104042
매직마이크로,2018,1.39584E+11,66817116611,72767247594,80032261261,398036175,-4127270361,52.13137446,9.503733521,0.029739641,-0.112865768,-0.029568286,-0.077387801
매직마이크로,2019,1.28971E+11,70749666258,58221019960,73799745454,-8471760908,-15717101422,45.14283181,1.046983877,-0.084451725,0.737402575,-0.121865688,-0.239977239
매직마이크로,2019,1.28971E+11,70749666258,58221019960,73509421315,-7452723870,-15717101422,45.14283181,-0.136733503,-0.003949482,0,-0.121865688,-0.26995579
매직마이크로,2020,80083489837,60411849116,19671640721,48977946724,-13000202628,-46940832514,24.56391544,0.426722484,-0.500867763,0.665172078,-0.586148688,-1.205269716
매직마이크로,2021,0,0,0,0,0,0,,inf,#NAME?,inf,,0
매커스,2017,84880295430,37920780083,46959515347,87364783101,10986359860,9067458112,55.32440139,1,1,1,0.10682642,0.386181929
매커스,2018,87116653717,35314312416,51802341301,89614542859,12947920509,9306837905,59.46318998,0.151496192,0.025104851,0.025720851,0.106831903,0.18847029
매커스,2019,1.01123E+11,48709947694,52413016592,57482392326,5948929687,4801713776,51.83097327,-1.176512615,-0.558991184,-0.938232543,0.04748391,0.09214983
매커스,2020,95488530618,39251650921,56236879697,86913046600,9461969124,8085709302,58.89385807,0.371279951,0.338621823,0.406148107,0.084677283,0.148839706
매커스,2021,1.44971E+11,65538278116,79432837084,1.40727E+11,26018645884,25010097168,54.79218186,0.63633891,0.38239847,0.676702204,0.172517795,0.368690932
맥스트,2017,,,,,,,,,,,,
맥스트,2018,,,,,,,,,,,,
맥스트,2019,7632230323,18924331826,-11292101503,1216717245,-1712924661,-9729844490,-147.9528398,,,,-1.274836329,
맥스트,2020,6957483156,2607609424,4349873732,1982671679,-2515364335,-8920975172,62.52079429,0.319015287,0.386324394,-0.090670504,-1.282212974,2.570061216
맥스트,2021,18559547206,3026881077,15532666129,2367271535,-4298237817,-4319347439,83.69097563,0.414791726,0.162465459,-1.065352533,-0.232729139,-0.434486486
멀티캠퍼스,2017,1.16934E+11,30870513401,86063143687,2.01226E+11,,,73.59997611,,0.988235737,,,
멀티캠퍼스,2018,1.43683E+11,46307821556,97374718995,2.40026E+11,,,67.77073862,,0.161650506,,,
멀티캠퍼스,2019,2.04059E+11,91822206323,1.12237E+11,2.88001E+11,,,55.0022103,,0.166579414,,,
멀티캠퍼스,2020,1.93276E+11,73081855912,1.20194E+11,2.60019E+11,,,62.18774591,,-0.107617149,,,
멀티캠퍼스,2021,2.56983E+11,1.17016E+11,1.39967E+11,3.08282E+11,,,54.46535242,,0.156555006,,,
메가스터디,2017,3.37642E+11,66100534025,2.71541E+11,1.32089E+11,-13317737048,-3521801903,80.42289285,,-1.333900625,,-0.01043058,-0.017116561
메가스터디,2018,3.66308E+11,74999120429,2.91308E+11,1.34558E+11,6345838442,23807745520,79.52564498,3.098656808,0.018352612,1.147926728,0.06499386,0.084597132
메가스터디,2019,3.79554E+11,81928313298,2.97626E+11,1.40194E+11,2310618399,11417830268,78.41459515,-1.746380988,0.040197663,-1.085137453,0.030082212,0.038774541
메가스터디,2020,4.028E+11,87652424584,3.15147E+11,1.32954E+11,10867486346,22399945981,78.23919889,0.787382443,-0.054450382,0.490274205,0.055610643,0.073110083
메가스터디,2021,4.20368E+11,87216810157,3.33151E+11,1.33624E+11,15896886462,29801075767,79.25226969,0.316376426,0.005013658,0.248351095,0.070892834,0.091936301
메가스터디교육,2017,2.84433E+11,1.0663E+11,1.77803E+11,2.52148E+11,14385498498,10830476427,62.51147809,-0.105063301,0.470057841,-1.751594167,0.038077427,0.042393122
메가스터디교육,2018,3.67191E+11,1.51236E+11,2.15954E+11,3.56852E+11,48211194138,42797569842,58.81258046,0.701614972,0.293409633,0.746937117,0.116553991,0.217380211
메가스터디교육,2019,4.32816E+11,1.82259E+11,2.50557E+11,4.37346E+11,59636102296,48427353346,57.88992006,0.191577043,0.184050829,0.116252141,0.111888899,0.207614809
메가스터디교육,2020,5.54023E+11,2.77085E+11,2.76938E+11,4.74717E+11,32815677164,20994407313,49.98668363,-0.817305247,0.078721716,-1.306678756,0.037894456,0.079600418
메가스터디교육,2021,7.24298E+11,3.70171E+11,3.54127E+11,7.03869E+11,99007256559,81544834223,48.89241854,0.668552808,0.325561113,0.742541542,0.112584646,0.258435763
메가엠디,2017,92317775679,35157150535,57160625144,69201508003,-2113967369,-3249491897,61.91724695,47.83480834,-9.171297589,26.0946415,-0.035198984,-0.015801562
메가엠디,2018,1.00659E+11,43467595551,57191393094,75327657355,1890923814,1127491377,56.81697568,2.117954808,0.081326694,3.882054766,0.0112011,0.019719659
메가엠디,2019,1.08321E+11,50993514912,57327494426,80374370042,-844577454,804927767,52.92370776,3.238899233,0.062790075,-0.400736095,0.007430948,0.014057555
메가엠디,2020,1.1313E+11,51269289524,61860790877,82439762191,7114280946,4885133771,54.68111634,1.118715786,0.025053349,0.835229125,0.043181564,0.081973388
메가엠디,2021,1.14567E+11,47971937758,66595227623,79434903990,7690985752,6650303615,58.12767332,0.074984511,-0.037827933,0.265426956,0.058047204,0.10354211
메드팩토,2017,1334102035,11626587400,-10292485365,0,-3233737591,-3468340976,-771.4916172,3.378358026,#NAME?,2.917430743,-2.599756904,-0.12320327
메드팩토,2018,31820853141,27238028073,4582825068,0,-10162029274,-37577759680,14.40195537,0.681782299,,0.907702295,-1.180916159,13.16287055
메드팩토,2019,80699693188,2004822700,78694870488,0,-13238448721,-13515612832,97.51569972,0.232385192,,-1.780322294,-0.16748035,-0.324591423
메드팩토,2020,58496133331,2753220482,55742912849,0,-27799946251,-25352138751,95.29332911,0.523795888,,0.466884709,-0.433398539,-0.377157941
메드팩토,2021,1.33346E+11,89803223374,43542543270,0,-29459122356,-17039774054,32.65386249,0.056321301,,-0.487821298,-0.127786389,-0.34324814
메디아나,2017,52983396341,9163287476,43820108865,52219312800,4982330598,3148275050,82.70536034,6.912719314,1,6.412415937,0.059420031,0.072073706
메디아나,2018,56785374719,7344555230,49440819489,46826223721,3474698651,3240774811,87.06611471,-0.433888546,-0.115172411,0.028542483,0.05707059,0.06949909
메디아나,2019,64760523856,7823018099,56937505757,48399859471,7701723520,6745157273,87.92008212,0.548841419,0.03251323,0.519540512,0.104155385,0.126814504
메디아나,2020,76762249720,8453202042,68309047678,67519209000,15655288153,11241412338,88.98781358,0.508043324,0.283169039,0.399972435,0.14644454,0.17950853
메디아나,2021,90170329991,11433176263,78737153728,56802196319,8259725752,8774275601,87.32046754,-0.895376266,-0.188672505,-0.281178396,0.097307791,0.119340391
메디앙스,2017,99119507899,51936766560,47182741339,1.20714E+11,5880539388,5985273216,47.60187206,-0.404586418,0.529449705,-0.465977456,0.060384412,0.095064775
메디앙스,2018,1.1953E+11,69626347043,49904112540,1.07797E+11,3353381831,3180817896,41.75012186,-0.753614615,-0.119835473,-0.881677421,0.02661094,0.065525203
메디앙스,2019,1.39654E+11,57001966973,82651629334,97313126508,-148216139,32341007102,59.18331609,23.62494391,-0.107728761,0.901647531,0.231580195,0.487960863
메디앙스,2019,1.39654E+11,56711359721,82942236586,97313126508,-148216139,32631614354,59.39140758,0,0,0.008905696,0.23366111,0.394116221
메디앙스,2020,1.37146E+11,50011379095,87134380173,71978513571,-374204255,4031966908,63.53414108,0.603916479,-0.351974661,-7.093224746,0.029399137,0.047413536
메디앙스,2021,1.40653E+11,47517308460,93135970527,71524701887,4479265875,4366212858,66.21670764,1.083541425,-0.006344825,0.07655283,0.031042382,0.048440721
메디콕스,2017,52453345824,35904918725,16548427099,13971222866,-862807396,-1784025390,31.54884944,6.191501482,-4.119430316,3.447393901,-0.03401166,-0.032530158
메디콕스,2018,56061812834,34920994249,21140818585,25225051437,-488875700,-2640020928,37.70983762,-0.764880922,0.446136992,0.324238164,-0.047091252,-0.140094124
메디콕스,2019,59153079720,37986683951,21166395769,10353414535,-639453410,-2068065571,35.78240705,0.235478782,-1.436399253,-0.276565388,-0.034961249,-0.097764204
메디콕스,2020,84890096506,46991762785,37898333721,16190177636,-4334769160,-8582863803,44.64399887,0.852482708,0.360512604,0.759047141,-0.101105596,-0.290625687
메디콕스,2021,1.02479E+11,36278583912,66200665748,17449008689,-9346566522,-23937681036,64.59909296,0.536218017,0.072143414,0.641449655,-0.233585639,-0.459902231
메디톡스,2017,3.80945E+11,1.84419E+11,1.96526E+11,1.81239E+11,86986435562,69993572739,51.58904234,1.107448552,0.903723866,1.341998274,0.183736587,0.532824306
메디톡스,2018,3.95015E+11,1.37773E+11,2.57242E+11,2.05445E+11,85485442379,69765654196,65.12199842,-0.017558465,0.117821077,-0.003266916,0.176615218,0.307495072
메디톡스,2019,4.2153E+11,1.58849E+11,2.62681E+11,2.059E+11,25688754464,25563082881,62.31610406,-2.327737921,0.002211465,-1.729156515,0.060643639,0.098334223
