기업,연도,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,당기순이익
티앤알바이오팹,2018,30141010378,962277068,31103287446,302444324,534646714,837091038,4070892000,-13672894127,30266196408,974315125,-4933880233,-4693360482
티앤엘,2020,47586085634,31867873325,79453958959,6284298115,1218355910,7502654025,2432000000,39401827319,71951304934,40633124493,9592474649,10041587873
티앤엘,2019,14955839142,28361418442,43317257584,5521539495,4564446034,10085985529,2000000000,30560540170,33231272055,32622524461,7723479484,7286317192
티앤엘,2018,11263127508,25266014187,36529141695,4520073633,4770782315,9290855948,2000000000,24559564515,27238285747,26284600317,5270476022,4658297964
티에스넥스젠,2017,27406384088,39710463676,67116847764,27207595852,12267688272,39475284124,26045963500,-23941134134,27641563640,37440454149,-10156005028,-13284054532
티에스넥스젠,2020,30289103135,32270301187,62559404322,11780438498,9945347222,21725785720,45557688500,-43716766022,40833618602,33105762406,2465068771,678583241
티에스넥스젠,2019,30269722917,33158569866,63428292783,18674586678,10095352896,28769939574,40794398500,-44106448860,34658353209,42661535996,3388671127,924485308
티에스넥스젠,2018,24356705309,31374163609,55730868918,28402590506,10114286826,38516877332,29860442000,-45620263814,17213991586,39527526741,-12488708619,-21548192738
티에스아이,2018,,,,,,,,,,,,
티에스이,2017,94516771180,1.12E+11,2.06E+11,32323990540,13571897037,45895887577,22719662612,1.11E+11,1.60E+11,1.86E+11,22818397627,16887315316
티에스이,2020,1.47E+11,1.54E+11,3.01E+11,60377853149,15778108941,76155962090,22719662612,1.65E+11,2.25E+11,2.86E+11,42710293612,29424361342
티에스이,2019,1.33E+11,1.31E+11,2.64E+11,56185158511,12591773197,68776931708,22719662612,1.40E+11,1.95E+11,1.91E+11,20664362275,15990193671
티에스이,2018,1.13E+11,1.17E+11,2.30E+11,37730708548,13549302046,51280010594,22719662612,1.26E+11,1.78E+11,0,0,0
티엘비,2020,66367659774,47244576407,1.14E+11,26360949811,16233431540,42594381351,2458157500,35364558699,71017854830,1.84E+11,15157104623,11818923323
티엘비,2019,31357533136,44294856958,75652390094,33706967065,16575421809,50282388874,2000000000,23368507056,25370001220,1.49E+11,11087890401,9473499388
티엘비,2018,17426441915,42407853489,59834295404,29478401848,13565460613,43043862461,2000000000,14795652215,16790432943,0,0,0
티엘아이,2017,54956489949,48674078738,1.04E+11,8905373376,1284000000,10189373376,4936360000,41392794654,93441195311,67241627623,-3969190375,-3595727255
티엘아이,2020,22252996468,50955612718,73208609186,6285947873,1124648308,7410596181,4936360000,15946540455,65798013005,36713521003,-7863321590,-7344464831
티엘아이,2019,29407232487,52389362022,81796594509,3782802240,1221053105,5003855345,4936360000,22781041082,76792739164,41981840930,253402182,3045707846
티엘아이,2018,31789398335,46337722702,78127121037,8293705703,987500000,9281205703,4936360000,20080340821,68845915334,48492103404,-18996290265,-20671953632
티움바이오,2020,69851407437,15499913696,85351321133,1776581831,1068163198,2844745029,11891963000,-41775897385,82506576104,,-13303391910,-12118823142
티움바이오,2019,90437602167,3019072942,93456675109,958275535,0,958275535,11729913000,-29657074243,92498399574,,-8019654430,-7091425738
티움바이오,2018,25928918485,3394651093,29323569578,574765855,0,574765855,898616500,-22545863935,28748803723,,-5240976561,-13751614565
티케이케미칼,2017,2.27E+11,4.05E+11,6.32E+11,2.92E+11,86660994914,3.79E+11,45447717000,78901090770,2.53E+11,7.14E+11,9479400618,20210360931
티케이케미칼,2020,1.90E+11,4.89E+11,6.79E+11,2.90E+11,1.22E+11,4.12E+11,45447717000,75565071319,2.67E+11,4.29E+11,-20797163781,-1355367304
티케이케미칼,2019,2.14E+11,4.66E+11,6.80E+11,3.11E+11,97528501939,4.09E+11,45447717000,78497743065,2.72E+11,6.21E+11,9635618933,9491937859
티케이케미칼,2018,2.51E+11,4.32E+11,6.83E+11,3.48E+11,75793861418,4.24E+11,45447717000,69669110764,2.60E+11,7.89E+11,54544399390,28284309271
티플랙스,2017,68340219212,66465207066,1.35E+11,30027154221,22624155897,52651310118,12134201000,42120020007,82154116160,1.18E+11,3826924408,2859251075
티플랙스,2020,68378808078,80750486606,1.49E+11,29641874298,18136119421,47777993719,12134201000,48783756872,1.01E+11,1.33E+11,4782732445,3793887345
티플랙스,2019,71141568620,80826270939,1.52E+11,35700227681,18224830218,53925057899,12134201000,45475237567,98042781660,1.31E+11,3941477618,2219506088
티플랙스,2018,67806646590,65398828021,1.33E+11,31478962342,17951316597,49430278939,12134201000,43741099519,83775195672,1.22E+11,3511190936,2106447552
팅크웨어,2017,1.16E+11,89532448889,2.06E+11,41714455389,19818071367,61532526756,5212841000,87310085147,1.44E+11,1.98E+11,7052214790,2220486520
팅크웨어,2020,1.33E+11,92479893299,2.25E+11,59657108402,8033702672,67690811074,5212841000,1.01E+11,1.58E+11,1.98E+11,12491643268,8599095389
팅크웨어,2019,1.18E+11,90223096932,2.09E+11,46217812153,13307414031,59525226184,5212841000,92446441658,1.49E+11,1.82E+11,7827475923,4050708250
팅크웨어,2018,1.11E+11,87876900483,1.99E+11,38840075965,14397654677,53237730642,5212841000,88607018282,1.45E+11,1.94E+11,7722988418,1918366857
파나진,2018,,,,,,,,,,,,
파나케이아,2017,82988555212,48727171669,1.32E+11,72412642647,12195012925,84607655572,27338913000,-28661431684,47108071309,96694384226,-13910162800,-23768813061
파나케이아,2020,27275594435,1.05E+11,1.33E+11,25737952778,47965967830,73703920608,65392143000,-34346389630,58846341177,20059239058,-81324691,-6879349326
파나케이아,2019,31846150925,1.16E+11,1.48E+11,45184108340,51135213684,96319322024,51592143000,-27510145222,51527826387,41111222331,4889973721,-27494586678
파나케이아,2018,49115430053,1.21E+11,1.70E+11,54978521120,63429919444,1.18E+11,29393658000,-16928702237,51225677043,70689132653,-14454775406,-17577751075
파라다이스,2017,3.45E+11,2.09E+12,2.44E+12,2.53E+11,8.89E+11,1.14E+12,47032355000,6.80E+11,1.29E+12,6.68E+11,-29952294408,-39852527562
파라다이스,2020,5.21E+11,2.79E+12,3.31E+12,3.62E+11,1.52E+12,1.88E+12,47032355000,5.21E+11,1.43E+12,4.54E+11,-86150819625,-1.67E+11
파라다이스,2019,4.99E+11,2.94E+12,3.47E+12,6.32E+11,1.23E+12,1.87E+12,47032355000,6.44E+11,1.60E+12,9.79E+11,51868333792,6729906734
파라다이스,2018,3.28E+11,2.82E+12,3.15E+12,4.22E+11,1.10E+12,1.52E+12,47032355000,6.43E+11,1.63E+12,7.88E+11,2407781942,-44147197621
파라텍,2018,,,,,,,,,,,,
파루,2017,29118323000,39497378544,68615701544,6941529270,1368255238,8309784508,14832664000,-11108385252,60305917036,28869599299,-23083046651,-27920829136
파루,2020,31730068679,29260584371,60990653050,26605645770,6005884968,32611530738,19392723500,-22969098847,28379122312,41360186995,-13822194551,-24051087050
파루,2019,28999400638,38705181391,67704582029,18472188734,3610501017,22082689751,18002035500,-35193313617,45621892278,53144288072,158353339,216000853
파루,2018,13973604218,34544668561,48518272779,13170650476,1767035428,14937685904,14833783500,-36793710770,33580586875,36352018141,-25569675123,-25964279648
파마리서치,2017,1.12E+11,76698419724,1.89E+11,6862774100,19293771,6882067871,4733108500,56994032445,1.82E+11,54469757891,14843591604,12516689358
파마리서치,2020,1.27E+11,1.92E+11,3.20E+11,35849139744,19570878849,55420018593,4894536000,1.13E+11,2.64E+11,1.09E+11,33425871945,32452222466
파마리서치,2019,1.04E+11,1.65E+11,2.70E+11,18589948403,22911912077,41501860480,4777394000,82783080660,2.28E+11,83871642044,19062360578,14850657503
파마리서치,2018,1.06E+11,1.52E+11,2.58E+11,15479825756,23834384994,39314210750,4733108500,69034550035,2.19E+11,64280682056,8704440895,11265361636
파멥신,2020,1.00E+11,33224539125,1.34E+11,85111728746,2726646518,87838375264,7117275000,18548070793,45714837756,59818182,-25507146611,-30677921394
파멥신,2019,1.36E+11,25185459707,1.61E+11,2623515725,90940193690,93563709415,3455404500,-47117748031,67783266776,0,-10104255493,-10158298177
파멥신,2018,66991474778,2794727662,69786202440,1536686557,2813443059,4350129616,3436506000,-36955692315,65436072824,1975000,-6913524045,-6975809339
파버나인,2017,27320012946,86625568787,1.14E+11,49039455994,13057927072,62097383066,5355636000,29692953498,51848198667,1.06E+11,3147911090,720336294
파버나인,2020,50087913031,82717212928,1.33E+11,54986779515,16554568340,71541347855,6766173500,26762650125,61263778104,1.42E+11,8004418149,4339028212
파버나인,2019,36743619786,90546216671,1.27E+11,65049351115,16838278725,81887629840,5547250500,21606310640,45402206617,1.04E+11,-4924268270,-12583773214
파버나인,2018,31958604233,91104123833,1.23E+11,48240930556,18190346020,66431276576,5417212000,34725382001,56631451490,1.12E+11,5715807970,4729713412
파세코,2017,35478600152,55753055028,91231655180,19825398064,3250530220,23075928284,7000000000,57157091417,68155726896,1.21E+11,3931777993,3672143339
파세코,2020,54477723779,60778722786,1.15E+11,23470505579,5219182379,28689687958,7000000000,75450327018,86566758607,1.98E+11,16874791551,14173377176
파세코,2019,52984000398,58419563657,1.11E+11,31030679163,4556076779,35586755942,7000000000,64772101342,75816808113,1.80E+11,10781597272,8643055957
파세코,2018,45031812503,56511427789,1.02E+11,28542263110,3030933731,31573196841,7000000000,58971061777,69970043451,1.49E+11,5310786589,4749897620
파수,2017,22381491294,19225179493,41606670787,17963125972,9346147542,27309273514,4071347500,-4060294385,14297397273,29288075055,1299747348,555315716
파수,2020,25072963671,21370069639,46443033310,16988564956,8920724685,25909289641,5576546500,-11404158831,20533743669,36405888030,-1239120658,-751917610
파수,2019,26821353604,20455957714,47277311318,22670168664,8083538533,30753707197,4803608000,-10257370186,16523604121,35364080497,-3621274857,-4500123680
파수,2018,26028811685,19932711571,45961523256,11141647838,13382680318,24524328156,4773231000,-4963013465,21437195100,32243433001,1533109614,975182936
파워넷,2018,,,,,,,,,,,,
파워로직스,2017,1.52E+11,1.26E+11,2.78E+11,1.10E+11,7608632475,1.18E+11,17375240000,1401801914,1.60E+11,7.06E+11,19482852985,9169404272
파워로직스,2020,1.73E+11,1.99E+11,3.71E+11,1.51E+11,5902147928,1.57E+11,17442716000,53624557799,2.14E+11,9.27E+11,-26161575096,-25719528437
파워로직스,2019,2.09E+11,2.02E+11,4.11E+11,1.68E+11,3383252863,1.71E+11,17442716000,80131829829,2.40E+11,1.11E+12,50574512602,54994898423
파워로직스,2018,1.91E+11,1.55E+11,3.45E+11,1.57E+11,5257743436,1.62E+11,17408740000,24708119771,1.83E+11,7.54E+11,26216516529,23928372863
파이오링크,2017,32802738380,11929618281,44732356661,6377891073,5858574931,12236466004,3428165000,6402490764,32495890657,29431876425,-3034952755,-2967703722
파이오링크,2020,52266359342,18413496618,70679855960,8638132395,10000196678,18638329073,3428165000,21651710236,52041526887,39838205708,6516631555,10675133288
파이오링크,2019,39762551685,13593666287,53356217972,5893407671,8791686308,14685093979,3428165000,11630486349,38671123993,35120292984,4152865377,5621734185
파이오링크,2018,34630915315,11681710949,46312626264,6363123369,6496831383,12859954752,3428165000,6412033868,33452671512,27358728414,1125230323,362885054
파인디앤씨,2018,,,,,,,,,,,,
파인디지털,2017,70734367710,31109401144,1.02E+11,6657649911,5471191456,12128841367,5100382500,38758088638,89714927487,76035318180,-3679309345,-4549357267
파인디지털,2020,85509213280,23866663955,1.09E+11,12790323040,3464045938,16254368978,5105382500,45231476012,93121508257,1.05E+11,3428146337,6001291211
파인디지털,2019,75860973902,30695700424,1.07E+11,12388877087,4806115550,17194992637,5105382500,39535882906,89361681689,96058312008,-216891209,-108749485
파인디지털,2018,72379775959,29358805927,1.02E+11,7923531229,5213440467,13136971696,5105382500,40087646836,88601610190,86035533296,1428970018,2099993315
파인테크닉스,2017,99509513525,1.02E+11,2.01E+11,1.02E+11,14050147230,1.16E+11,17380847000,-14976134613,84841877443,1.75E+11,-26908168692,-42400008827
파인테크닉스,2020,58048778563,80897426258,1.39E+11,52237056255,7445945896,59683002151,21703568000,-32441018204,79263202670,1.70E+11,10071534420,6313679574
파인테크닉스,2019,52518013988,89335523300,1.42E+11,51102435887,7794316879,58896752766,21421690000,-37289250422,82956784522,1.28E+11,8052190096,-2154807546
파인테크닉스,2018,59012153828,97414686695,1.56E+11,74802212533,11045095935,85847308468,18804243500,-37708386435,70579532055,1.22E+11,-18680982725,-21165094611
파커스,2017,91191698208,27695220107,1.19E+11,16341066455,13196703353,29537769808,6932250000,72008838420,89349148507,64532486061,-821253507,-2587245117
파커스,2020,58070839555,49434563594,1.08E+11,25280001891,8654374889,33934376780,6981754500,58762055732,73571026369,78306082046,-2249264192,-8753277931
파커스,2019,65564770182,52382608727,1.18E+11,24061944253,11183153676,35245097929,6981754500,69008963429,82702280980,1.01E+11,-4129338672,-3785758064
파커스,2018,81861160795,38264621324,1.20E+11,26523588302,0,26523588302,6981754500,76548868630,93602193817,1.00E+11,2206296372,4523593272
파크시스템스,2017,34403287015,2671895387,37075182402,6478998101,36730215,6515728316,3295527500,13311212322,30559454086,32882239966,6031326773,4544615640
파크시스템스,2020,80726794598,23688534415,1.04E+11,27264671687,24068697717,51333369404,3334427500,35377128293,53081959609,71223135801,14980848495,9955966928
파크시스템스,2019,54237478304,6272039949,60509518253,15031247726,1114974688,16146222414,3332527500,26220967964,44363295839,51973741930,8035712410,8506309034
파크시스템스,2018,40050462229,3176398932,43226861161,7075519998,36966483,7112486481,3323027500,18379264430,36114374680,41810163936,5685111582,5595336108
파트론,2017,2.02E+11,3.09E+11,5.11E+11,1.45E+11,7478457918,1.52E+11,27078205000,3.18E+11,3.59E+11,7.91E+11,11046485695,4464966022
파트론,2020,2.91E+11,3.14E+11,6.05E+11,2.04E+11,3677284717,2.08E+11,27078205000,3.68E+11,3.98E+11,1.18E+12,41941794627,20552624475
파트론,2019,2.15E+11,3.06E+11,5.21E+11,1.15E+11,3836120794,1.19E+11,27078205000,3.64E+11,4.02E+11,1.25E+12,1.05E+11,64151886106
파트론,2018,1.76E+11,2.88E+11,4.64E+11,1.16E+11,2388190393,1.19E+11,27078205000,3.14E+11,3.45E+11,7.96E+11,30208027863,11197572040
판타지오,2018,,,,,,,,,,,,
팜스빌,2020,43927301659,25109953090,69037254749,3821759458,9453449080,13275208538,3964669000,30869564180,55762046211,39408554232,4306482309,
팜스빌,2019,44882427181,22930890627,67813317808,6358273394,5947766382,12306039776,3964669000,29366435205,55507278032,29952152462,7106736493,
팜스빌,2018,16983473203,16481763160,33465236363,3671785855,2763821198,6435607053,1260000000,22369253699,27029629310,19832808873,5601163429,
팜스토리,2017,3.21E+11,2.46E+11,5.67E+11,3.62E+11,36038669518,3.98E+11,45974044500,84949790429,1.70E+11,8.39E+11,20590929067,12813397437
팜스토리,2020,4.41E+11,2.14E+11,6.55E+11,4.02E+11,50274447176,4.52E+11,57508629000,95948318878,2.03E+11,9.65E+11,22046546013,27162749594
팜스토리,2019,4.21E+11,2.24E+11,6.45E+11,4.32E+11,44697510689,4.77E+11,57508629000,72287195329,1.69E+11,8.71E+11,10398204548,-13759043214
팜스토리,2018,3.94E+11,2.65E+11,6.58E+11,4.47E+11,41887628361,4.89E+11,45974044500,77411295787,1.70E+11,9.22E+11,19219531820,-8964393084
패션플랫폼,2018,,,,,,,,,,,,
팬스타엔터프라이즈,2017,12654280253,29580306568,42234586821,11508389461,2246954829,13755344290,20562471500,-38454418053,28479242531,33523260259,2728275154,1796018207
팬스타엔터프라이즈,2020,26108909138,44891674376,71000583514,22969308599,11641758589,34611067188,26223945000,-43890948095,36389516326,32039780476,-2564038095,-6427808119
팬스타엔터프라이즈,2019,25183651198,42272826196,67456477394,14983091339,11381518470,26364609809,26158984000,-37563548782,41091867585,37189141311,1592326743,920134176
