회사,amount,년도,2017,2018,2019,2020,2021
회사명,거래소코드,항목,amount,amount,amount,amount,amount
(주)이노인스트루먼트,215790,자산(*)(천원),74086776,101267454,77447633,79833223,97011598
(주)이지,37370,자산(*)(천원),74450012,59588655,66201935,98623458,83463693
쌍용정보통신(주),10280,자산(*)(천원),74541024,77548877,81068315,86307358,133100106
알에스오토메이션(주),140670,자산(*)(천원),74593840,71598398,70997602,74943033,74145163
(주)에프엔씨엔터테인먼트,173940,자산(*)(천원),74606961,72503134,98884157,111945284,93103456
(주)녹원씨엔아이,65560,자산(*)(천원),74655878,107122043,88797759,100305839,60209605
휴림로봇(주),90710,자산(*)(천원),75159019,45529956,41764854,128704642,83490697
화성밸브(주),39610,자산(*)(천원),75174363,86761068,95949614,101649911,105271612
(주)디지틀조선일보,33130,자산(*)(천원),75198925,78720247,83541339,83902435,91704411
(주)제닉,123330,자산(*)(천원),75252519,54093544,37553591,49999548,45401736
와토스코리아(주),79000,자산(*)(천원),75266542,76760076,77062792,77254315,78529179
(주)아이즈비전,31310,자산(*)(천원),75270980,83864348,76450854,99544718,116861239
씨아이에스(주),222080,자산(*)(천원),75379623,145916915,169743005,233885479,316578992
(주)한국큐빅,21650,자산(*)(천원),75384523,77694591,76408108,81702336,86006260
세명전기공업(주),17510,자산(*)(천원),75482769,79029092,81806215,80756414,82642800
큐렉소(주),60280,자산(*)(천원),75551927,73338771,47125377,48878698,61305978
(주)동구바이오제약,6620,자산(*)(천원),75593396,104278994,132725123,144353430,153899966
글로벌텍스프리(주),204620,자산(*)(천원),75617960,111326849,121858457,89187671,104675787
(주)형지아이앤씨,11080,자산(*)(천원),75935100,68095416,63722359,49617260,57284934
(주)덕산테코피아,317330,자산(*)(천원),75994743,85349260,158858979,168678366,243692046
(주)내츄럴엔도텍,168330,자산(*)(천원),76003964,58376529,46385446,49412102,47464651
서호전기(주),65710,자산(*)(천원),76113311,77829234,91561027,88907873,97717296
(주)성창오토텍,80470,자산(*)(천원),76426273,77962580,74400009,82376027,76946080
(주)이엠앤아이,83470,자산(*)(천원),76492612,13879180,9233598,17610622,
(주)라이트론,69540,자산(*)(천원),76844123,88414114,78824641,66487433,74588415
(주)한국가구,4590,자산(*)(천원),77011392,82285517,83501485,89780717,90706814
(주)인성정보,33230,자산(*)(천원),77053346,89843904,98715190,102500409,114847093
레이젠(주),47440,자산(*)(천원),77156890,,,,
(주)한네트,52600,자산(*)(천원),77423733,67247749,63761022,54395724,48858637
티케이지애강(주),22220,자산(*)(천원),77429144,83071031,94318503,96885251,104505355
(주)이수앱지스,86890,자산(*)(천원),77766701,69840016,92763104,82747105,151090755
(주)오픈베이스,49480,자산(*)(천원),77859369,77668873,81509917,85031248,97525585
애머릿지코퍼레이션,900100,자산(*)(천원),78382331,96334034,126984131,59850341,62449774
(주)네오티스,85910,자산(*)(천원),78550459,84260526,84509470,99294900,109451178
(주)디지털대성,68930,자산(*)(천원),78562730,81628015,105405415,112749122,215332477
케이맥(주),43290,자산(*)(천원),78657172,86832795,86100729,68415178,
(주)케이옥션,102370,자산(*)(천원),78704589,82011196,79896975,70127074,90588964
(주)인포바인,115310,자산(*)(천원),78716808,81631558,89752580,93158820,98762090
(주)엠투엔,33310,자산(*)(천원),78822952,87008528,90577734,112327374,190098308
신신제약(주),2800,자산(*)(천원),78886781,108144698,129681602,118569503,114062943
(주)이상네트웍스,80010,자산(*)(천원),79044325,120258179,119351579,113457422,108800201
제일전기공업(주),199820,자산(*)(천원),79066982,92469890,101400110,133332562,151163126
(주)와이비엠넷,57030,자산(*)(천원),79177205,77324148,75749192,76435964,83227564
(주)한국코퍼레이션,50540,자산(*)(천원),79352645,81232296,104879246,49052616,35552971
(주)대동스틸,48470,자산(*)(천원),79369589,73640711,78314977,80048655,108435498
한스바이오메드(주),42520,자산(*)(천원),79380105,88232572,130042389,115609378,122507499
(주)아이에이,38880,자산(*)(천원),79707977,99045782,124143730,144365773,149418154
(주)디바이스이엔지,187870,자산(*)(천원),79756898,74549363,107991965,157523352,186145378
흥구석유(주),24060,자산(*)(천원),79912056,75205581,83661499,83721348,82647109
(주)새로닉스,42600,자산(*)(천원),80020016,86070252,82175279,89693317,135885521
(주)제낙스,65620,자산(*)(천원),80130894,36255223,30175267,15701947,
(주)팬엔터테인먼트,68050,자산(*)(천원),80181392,66149759,77487694,103025390,111362541
(주)에이치케이,44780,자산(*)(천원),80182508,82748039,80737212,82325821,84721969
(주)소프트센,32680,자산(*)(천원),80239657,81481743,59357863,56893336,79455869
(주)신진에스엠,138070,자산(*)(천원),80493983,92843741,101988850,98809256,96441909
에스비더블유생명과학(주),151910,자산(*)(천원),80560881,85786307,99735135,82094809,99112916
(주)케이엠,83550,자산(*)(천원),81097917,93471621,108070064,144436245,149642457
(주)웨이브일렉트로닉스,95270,자산(*)(천원),81477385,83931801,68425635,57159565,96360696
(주)정상제이엘에스,40420,자산(*)(천원),81478261,83313449,108848242,98715365,110987257
(주)이노와이어리스,73490,자산(*)(천원),81528888,86547919,99767260,103434280,112441745
(주)우양,103840,자산(*)(천원),81571517,92824932,102405412,122381127,134581411
(주)중앙백신연구소,72020,자산(*)(천원),81623823,96743996,96567450,104979266,112986643
(주)제로투세븐,159580,자산(*)(천원),81631296,126266096,124637296,108696969,97481486
에디슨이노(주),56090,자산(*)(천원),81685998,78757473,70114986,61449143,70197762
(주)아이티센,124500,자산(*)(천원),82325904,123439579,133509589,121780023,115866293
(주)양지사,30960,자산(*)(천원),82381240,81954148,89182444,238348275,209984827
(주)인피니트헬스케어,71200,자산(*)(천원),82406801,84347526,94773931,106816705,125426676
(주)매직마이크로,127160,자산(*)(천원),82455752,138617436,121574113,75526414,
(주)폴라리스우노,114630,자산(*)(천원),82697570,82996022,75599008,81414915,114937064
(주)현대이지웰,90850,자산(*)(천원),82904755,85303086,90779475,120866428,152655145
한일네트웍스(주),46110,자산(*)(천원),83015216,83200315,124845440,135723393,132501810
(주)엔피디,198080,자산(*)(천원),83223143,62072475,91726817,116857119,143327113
(주)머큐리,100590,자산(*)(천원),83505371,92783500,105086804,126096464,149700636
(주)다나와,119860,자산(*)(천원),83599143,99572838,119918686,142510236,167039227
(주)맥스로텍,141070,자산(*)(천원),83603254,90063345,75565720,52152068,
조아제약(주),34940,자산(*)(천원),83666302,84115458,86096848,82472739,78733451
(주)오공,45060,자산(*)(천원),83677037,94971214,92783057,96239302,94166654
(주)위지트,36090,자산(*)(천원),83692241,96760110,92272490,95797726,114717497
(주)매커스,93520,자산(*)(천원),83719033,85519934,100464022,94615280,137663780
(주)티피씨메카트로닉스,48770,자산(*)(천원),83722491,99286191,96600793,96912969,101803236
KD(주),44180,자산(*)(천원),83744227,119654852,104497661,131959281,190481813
(주)아시아경제,127710,자산(*)(천원),83755392,148618668,128813843,148338120,237323765
(주)엑세스바이오인코퍼레이션,950130,자산(*)(천원),83917136,91740046,83196219,178490592,447886953
(주)링네트,42500,자산(*)(천원),83996149,90204287,92992208,121574816,127891399
(주)신화콘텍,187270,자산(*)(천원),84054432,83828327,84063897,88407545,86798083
(주)연이비앤티,90740,자산(*)(천원),84116876,98744101,135599178,68132172,62104527
미래오토스,176440,자산(*)(천원),84284790,70937966,113741395,37433045,20028998
(주)삼일,32280,자산(*)(천원),84414537,90193963,98674478,111269101,99430186
이화공영(주),1840,자산(*)(천원),84461380,76432213,85378592,86304767,103078954
디젠스(주),113810,자산(*)(천원),84480512,68891305,70718569,63369699,62455241
(주)부-스타,8470,자산(*)(천원),84540828,85716617,94164882,93481149,96778572
대주산업(주),3310,자산(*)(천원),84580953,89894065,87371799,90147639,98934270
현대사료(주),16790,자산(*)(천원),84838310,94051474,97377192,98205425,93774078
(주)우리기술,32820,자산(*)(천원),84991088,90282899,91742992,106689237,135570450
(주)원풍,8370,자산(*)(천원),85031665,80931891,80846327,82378973,91346319
(주)레고켐바이오사이언스,141080,자산(*)(천원),85098150,121702723,144197435,135912348,293233457
로체시스템즈(주),71280,자산(*)(천원),85160079,94541904,119567692,117108489,119902205
(주)푸드웰,5670,자산(*)(천원),85258609,86218712,110807938,98412943,99180518
에스지에이(주),49470,자산(*)(천원),85285137,76328494,68945413,64169259,66091462
엘컴텍(주),37950,자산(*)(천원),85297281,82197763,80274659,62769831,66094841
(주)메타바이오메드,59210,자산(*)(천원),85352955,92743969,100502619,104979662,97301501
(주)이스트소프트,47560,자산(*)(천원),85393109,85838438,111305627,108478502,105796972
(주)아이오케이컴퍼니,78860,자산(*)(천원),85408291,128020087,136083850,142116508,165014720
아이쓰리시스템(주),214430,자산(*)(천원),85514775,91926960,91546176,116971512,107674148
에코바이오홀딩스(주),38870,자산(*)(천원),85628571,91806568,71575223,71590791,94809994
와이엠티(주),251370,자산(*)(천원),86050846,93105447,121745475,141272354,166962474
성우전자(주),81580,자산(*)(천원),86300274,84198410,80063731,80500137,92060089
(주)대성파인텍,104040,자산(*)(천원),86421686,91549975,90442869,86832726,83415842
(주)파인디앤씨,49120,자산(*)(천원),86496197,82235423,89516677,77514678,105464955
메디앙스(주),14100,자산(*)(천원),86697910,105933876,131045453,127268607,128133364
(주)에이텍,45660,자산(*)(천원),86779328,86461421,91237050,96880689,98154975
(주)펄어비스,263750,자산(*)(천원),86875966,586479906,734886882,765982691,1158120027
(주)엘앤케이바이오메드,156100,자산(*)(천원),86909995,91005205,72235719,73465624,71490311
(주)엔에이치엔벅스,104200,자산(*)(천원),87027259,86663494,93502488,81700226,91775760
(주)예림당,36000,자산(*)(천원),87053725,123002057,115349225,116948258,118984873
(주)한컴위드,54920,자산(*)(천원),87201813,92793365,170224187,190153090,210116284
(주)화진,134780,자산(*)(천원),87373133,61793616,49199761,,
(주)엑사이엔씨,54940,자산(*)(천원),87448878,71594851,83576665,85490642,82506832
케이에이치전자(주),111870,자산(*)(천원),87479828,127680137,174449914,148760631,156841830
(주)브이원텍,251630,자산(*)(천원),87633631,81636022,86929602,93255178,122243388
삼륭물산(주),14970,자산(*)(천원),87737852,86921136,87931823,87730735,90773040
(주)강원에너지,114190,자산(*)(천원),87781416,89619750,55106032,32998279,41538176
(주)플레이위드,23770,자산(*)(천원),87974851,79291128,122707636,108532392,103127607
(주)바이오스마트,38460,자산(*)(천원),88806853,96526170,119972450,108751717,137964693
(주)지유온,111820,자산(*)(천원),88822863,27281048,25081604,30217041,
자이글(주),234920,자산(*)(천원),88901330,94244699,62583261,62633540,58413883
(주)글로벌스탠다드테크놀로지,83450,자산(*)(천원),88966307,87524011,120984040,120933571,176056638
(주)나노신소재,121600,자산(*)(천원),89013566,98056917,101777474,106596286,121663172
(주)덱스터스튜디오,206560,자산(*)(천원),89108752,79106873,64607086,67692319,69544896
(주)한프,66110,자산(*)(천원),89518293,68302439,70824358,49129018,42210678
(주)파인디지털,38950,자산(*)(천원),89737886,87952925,93203967,96019426,97362560
(주)에코마케팅,230360,자산(*)(천원),89841970,113079415,126022659,154413756,174209248
(주)엔이능률,53290,자산(*)(천원),89948183,94960503,92271601,89083697,113857580
어보브반도체(주),102120,자산(*)(천원),90192128,95330389,110719959,139611449,132993222
(주)투비소프트,79970,자산(*)(천원),90222968,90088785,81042041,62578850,74036994
(주)유비쿼스,264450,자산(*)(천원),90354479,111913025,127751791,142049923,168013554
(주)보광산업,225530,자산(*)(천원),90402464,92460531,100570886,131616231,140422422
제이스코홀딩스(주),23440,자산(*)(천원),90470353,88607499,83854959,99498675,140389189
메가엠디(주),133750,자산(*)(천원),90508183,96107954,110000322,115214543,118905436
(주)플레이디,237820,자산(*)(천원),91202941,90006397,97299209,119883450,141799179
(주)파세코,37070,자산(*)(천원),91231655,101543240,111403564,115256447,141881713
(주)엑시콘,92870,자산(*)(천원),91375430,107931164,103909825,116070572,136287176
(주)코리아센터,290510,자산(*)(천원),91489064,227700404,289601314,282663100,362277430
한일사료(주),5860,자산(*)(천원),91655133,88036520,89022032,74591277,82827632
삼영이엔씨(주),65570,자산(*)(천원),91811325,93280942,86222129,100060581,95113370
(주)디에이테크놀로지,196490,자산(*)(천원),91963115,157208549,123800679,118517926,143288567
(주)크레버스,96240,자산(*)(천원),92111892,91648911,105364226,122518122,140353827
(주)세운메디칼,100700,자산(*)(천원),92164558,92906533,106208381,111469040,123220288
(주)에이루트,96690,자산(*)(천원),92456640,65974234,163236712,113242792,154772782
(주)제주반도체,80220,자산(*)(천원),92717884,157284062,156782564,135098550,159640602
(주)앤디포스,238090,자산(*)(천원),92726264,118791037,180062104,168520222,181610693
(주)바른전자,64520,자산(*)(천원),92951554,77219134,76731767,40533779,59562246
제이엠티(주),94970,자산(*)(천원),92998000,73837495,60260980,47685271,44740016
상신이디피(주),91580,자산(*)(천원),93199027,121628053,125290049,124048300,150186133
(주)풍강,93380,자산(*)(천원),93203462,94716142,88126091,83048263,88075060
(주)티피씨,130740,자산(*)(천원),93205303,96367469,90882566,86045227,83534224
(주)시너지이노베이션,48870,자산(*)(천원),93224458,88071070,106960791,112259538,147557037
한국정보인증(주),53300,자산(*)(천원),93235749,100101105,109810396,117550242,198381271
(주)리노스,39980,자산(*)(천원),93269948,93254700,111255505,85529074,90677549
(주)원익피앤이,131390,자산(*)(천원),93336347,149319092,172575995,201854986,275289118
(주)와이제이엠게임즈,193250,자산(*)(천원),93615763,77164215,65603505,58982396,70434878
디와이피엔에프(주),104460,자산(*)(천원),93861008,134738160,159266763,152670798,164359368
(주)사람인에이치알,143240,자산(*)(천원),94038028,100030493,124432598,138723394,185364902
(주)아이윈,90150,자산(*)(천원),94053668,92746464,85047178,83777578,117077095
파나케이아(주),58530,자산(*)(천원),94279784,115881227,96528365,80686111,69484171
에스트래픽(주),234300,자산(*)(천원),94315693,106314918,130404854,117003953,133986753
(주)디에이치피코리아,131030,자산(*)(천원),94570545,103905345,118968820,129896760,140038413
(주)오이솔루션,138080,자산(*)(천원),94571334,97783204,182714758,192558671,199161732
(주)넥스턴바이오사이언스,89140,자산(*)(천원),94752881,113520280,105169657,99350920,141056138
우림피티에스(주),101170,자산(*)(천원),95329562,97619599,98209179,89870805,92696864
(주)에이티세미콘,89530,자산(*)(천원),95580943,100791222,148298586,166720012,191598032
(주)씨앤에스자산관리,32040,자산(*)(천원),95719124,,,,
(주)미코,59090,자산(*)(천원),95824441,120303041,135623302,139317747,330805717
제이씨현시스템(주),33320,자산(*)(천원),95927187,115785598,110855644,116687808,128295993
(주)알에프세미,96610,자산(*)(천원),96051216,107103978,105031599,89652149,85124448
아비코전자(주),36010,자산(*)(천원),96051682,99804530,95542436,98320169,117989374
(주)하츠,66130,자산(*)(천원),96118450,94467902,97451634,104095386,117805733
(주)두산테스나,131970,자산(*)(천원),96222618,111616930,342662378,456133450,533494571
(주)아세아텍,50860,자산(*)(천원),96363641,109298539,121634293,136133181,125168624
(주)아나패스,123860,자산(*)(천원),96625499,93092428,124489670,92829575,107528915
(주)티엘아이,62860,자산(*)(천원),96637224,71467028,72187620,68760176,74190706
(주)월덱스,101160,자산(*)(천원),96688088,106272924,118297743,153051438,188240239
한라아이엠에스(주),92460,자산(*)(천원),96800124,102777088,110090605,126878962,173713505
비디아이(주),148140,자산(*)(천원),96808434,147961826,147715492,175468696,125178256
(주)에스텍파마,41910,자산(*)(천원),96826832,98258635,115960615,122837134,131756931
(주)베셀,177350,자산(*)(천원),96844753,84810730,79391713,57563352,71001980
(주)아이에스이커머스,69920,자산(*)(천원),97041544,81502850,57924121,49880074,82356334
(주)비엠티,86670,자산(*)(천원),97143015,110096491,117691092,145087890,182313214
(주)클라우드에어,36170,자산(*)(천원),97432414,113737586,101412887,104612293,107946904
(주)민앤지,214180,자산(*)(천원),97575233,108050014,122239160,117419534,155193549
(주)노블엠앤비,106520,자산(*)(천원),97888905,89145551,93644281,47200973,97711773
한국기업평가(주),34950,자산(*)(천원),97991709,98926072,122705216,107307182,112688618
티제이미디어(주),32540,자산(*)(천원),98323323,98358533,104010766,103229037,109191268
한국정보공학(주),39740,자산(*)(천원),98583400,61954670,83740169,74276907,69653218
(주)에스엠코어,7820,자산(*)(천원),98589612,105600135,106711792,92957464,92546750
(주)유진로봇,56080,자산(*)(천원),98636040,89045147,70579401,57962130,53085307
성호전자(주),43260,자산(*)(천원),99019042,106748015,90393325,130558128,161601892
(주)초록뱀미디어,47820,자산(*)(천원),99133105,164541543,180301470,268769647,439006458
(주)일진파워,94820,자산(*)(천원),99175191,117821393,129742172,139012008,159359078
(주)쎌바이오텍,49960,자산(*)(천원),99181786,115179431,112132723,107681113,112486944
디케이락(주),105740,자산(*)(천원),99540146,109270704,123740059,146789189,153536797
아미코젠(주),92040,자산(*)(천원),99545157,150645739,154569430,191693105,283723760
(주)원방테크,53080,자산(*)(천원),99574211,137179152,111285425,147461528,169505777
(주)천보,278280,자산(*)(천원),99606874,118703635,210937373,209686436,252362446
(주)픽셀플러스,87600,자산(*)(천원),99886883,89851738,83360690,86460332,92621023
(주)노랑풍선,104620,자산(*)(천원),100337496,97890735,114665477,78772579,87141050
동신건설(주),25950,자산(*)(천원),100504004,98782903,102032096,111448832,108665698
(주)에프앤리퍼블릭,64090,자산(*)(천원),100551019,154122583,87205201,43266395,18043042
현대에이치티(주),39010,자산(*)(천원),100569316,111160308,109199698,108270892,114361714
(주)대성엘텍,25440,자산(*)(천원),100641653,101186121,99517673,106114211,112635691
(주)스페코,13810,자산(*)(천원),100834769,83613190,85523361,83630078,89058117
에스디엔(주),99220,자산(*)(천원),101150327,106896409,126743536,151651206,158035588
(주)에프티이앤이,65160,자산(*)(천원),101166927,50454537,,,
(주)세동,53060,자산(*)(천원),101220871,108171021,92138164,82716014,92044978
와이더블유(주),51390,자산(*)(천원),101546389,108441122,112407021,114508829,94126198
(주)아즈텍더블유비이,32080,자산(*)(천원),101593818,105938029,117389875,125511329,144715453
(주)좋은사람들,33340,자산(*)(천원),101661866,105336258,112005329,112265102,70187706
이니텍(주),53350,자산(*)(천원),101725161,104077375,100349974,99351028,138900685
세틀뱅크(주),234340,자산(*)(천원),101814504,113931476,169235827,200729750,272289271
(주)맘스터치앤컴퍼니,220630,자산(*)(천원),101908546,116883577,125909100,115669540,126534971
(주)지디,155960,자산(*)(천원),101974555,,,,
(주)디엔에프,92070,자산(*)(천원),102224630,115553080,110119296,130080843,160596276
신일제약(주),12790,자산(*)(천원),102521018,106403889,117837501,124809785,128973567
(주)에이치알에스,36640,자산(*)(천원),102657299,102817483,89419508,91648888,120604619
바디텍메드(주),206640,자산(*)(천원),102705070,99394310,95067231,152313915,173109538
(주)윈하이텍,192390,자산(*)(천원),102766060,124942058,107129982,94087030,116089755
에스엔케이폴리텍(주),91340,자산(*)(천원),102986513,89204356,95813820,92165065,87979978
(주)지엔씨에너지,119850,자산(*)(천원),103251521,108366448,118854145,110388014,128372750
(주)슈프리마,236200,자산(*)(천원),103405578,115721178,149004682,154234644,176368034
(주)코스나인,82660,자산(*)(천원),103432210,59229592,51820707,69713420,51672189
에이피위성(주),211270,자산(*)(천원),103715771,99703731,102642813,112747418,111188163
(주)인바디,41830,자산(*)(천원),103817501,124823966,141768028,150720012,178518919
(주)코렌텍,104540,자산(*)(천원),104081744,61569703,60803833,94343631,116506285
(주)동양에스텍,60380,자산(*)(천원),104369971,114666650,116260464,99035390,136735331
(주)덕신하우징,90410,자산(*)(천원),104727146,115389635,113737647,122003645,146331984
(주)ES큐브,50120,자산(*)(천원),104850192,108481764,136065488,81995388,76172807
(주)에코마이스터,64510,자산(*)(천원),104903087,76980979,69496270,49429958,
(주)케이씨피드,25880,자산(*)(천원),105559310,104917586,99506267,99665009,91543618
(주)넵튠,217270,자산(*)(천원),105560625,123729011,113005518,172714608,472761081
(주)진로발효,18120,자산(*)(천원),105718949,114287421,89229457,90947942,92538437
(주)쿠첸,225650,자산(*)(천원),105762541,96602165,,,
(주)인텔리안테크놀로지스,189300,자산(*)(천원),106081402,121795553,129710197,140822539,240280809
우리산업홀딩스(주),72470,자산(*)(천원),106278642,105415818,98890335,100140720,100841428
(주)알티캐스트,85810,자산(*)(천원),106331567,101835049,95090420,92625811,73084397
(주)코맥스,36690,자산(*)(천원),106655383,104635175,110227306,115969644,114860610
국일제지(주),78130,자산(*)(천원),106712308,113718999,125482390,126214491,140028598
(주)솔루에타,154040,자산(*)(천원),106741137,100580739,94434236,102597138,128455786
(주)케스피온,79190,자산(*)(천원),107131238,79682458,53059247,58179902,68968109
(주)아프리카티비,67160,자산(*)(천원),107453290,156547288,217039521,278191255,395781005
(주)코미코,183300,자산(*)(천원),107469975,192706409,219618361,241184775,289485244
(주)화신정공,126640,자산(*)(천원),108004671,104074639,134185867,146668544,153854131
에이치엘비(주),28300,자산(*)(천원),108126937,238044210,494080693,791486471,802223373
(주)동국알앤에스,75970,자산(*)(천원),108264487,107769277,107118750,105257485,108277876
덕우전자(주),263600,자산(*)(천원),108327851,93391185,94790961,140979240,159320100
(주)에스폴리텍,50760,자산(*)(천원),108597362,103583700,112049382,125906733,112191850
한국정밀기계(주),101680,자산(*)(천원),109120353,90621807,86045248,73694809,82037754
(주)CMG제약,58820,자산(*)(천원),109568153,114379880,192243166,195355583,199174593
옴니시스템(주),57540,자산(*)(천원),109587673,107392664,125278726,109380194,99299292
(주)엘비루셈,376190,자산(*)(천원),109789718,138856315,171059722,166451045,237707239
(주)잉크테크,49550,자산(*)(천원),109850070,110316041,107911660,95558225,97346665
(주)파커스,65690,자산(*)(천원),110080203,112028544,97711788,86762039,124278880
(주)홈캐스트,64240,자산(*)(천원),110523618,87401233,74828599,78942044,104075392
(주)멀티캠퍼스,67280,자산(*)(천원),110800922,135548993,192260153,183523357,244329814
(주)파버나인,177830,자산(*)(천원),110825450,115467667,116314880,105840883,117820380
코위버(주),56360,자산(*)(천원),111096297,128777113,164277748,151093660,159104287
(주)한컴MDS,86960,자산(*)(천원),111143400,121271901,138217302,138603761,139376654
영신금속공업(주),7530,자산(*)(천원),111199746,119493158,120667661,124453534,130934599
오성첨단소재(주),52420,자산(*)(천원),111492707,148220621,204782443,224911871,249097375
에스지이(주),255220,자산(*)(천원),111802418,192673053,212279438,220139527,216249599
삼영엠텍(주),54540,자산(*)(천원),111847015,113973990,121654129,113505845,105975257
(주)대창솔루션,96350,자산(*)(천원),111928773,126672627,127390459,97877606,95401544
대정화금(주),120240,자산(*)(천원),112265502,128672395,151327494,161004379,162970779
(주)큐로컴,40350,자산(*)(천원),112522617,88048304,86436445,79586556,75099880
에스넷시스템(주),38680,자산(*)(천원),112586803,110029228,125732749,155578048,166980403
(주)넥스트아이,137940,자산(*)(천원),112900563,96931481,99320936,147869190,131986088
(주)제이에스티나,26040,자산(*)(천원),112950166,118194572,81949085,67882626,76885587
이화전기공업(주),24810,자산(*)(천원),113001104,204447460,226073917,259088268,371032177
(주)초록뱀컴퍼니,52300,자산(*)(천원),113683574,148076955,141477158,189355230,245925155
(주)뉴로스,126870,자산(*)(천원),114416809,137666643,149424050,100187672,85946298
(주)오르비텍,46120,자산(*)(천원),114439531,126130700,126252852,99813776,122690786
(주)티비씨,33830,자산(*)(천원),114706519,117102176,121958534,119551191,126907629
펌텍코리아(주),251970,자산(*)(천원),114722460,130796281,214705584,207553067,220726465
(주)금빛,45890,자산(*)(천원),114739264,109608718,101724359,117537442,
(주)현대공업,170030,자산(*)(천원),114773136,119727460,130872759,153117232,164943210
(주)쎄니트,37760,자산(*)(천원),114792575,109679795,111978660,119286362,119146755
(주)뉴프렉스,85670,자산(*)(천원),114863409,126880511,116796779,118249045,134278605
한일화학공업(주),7770,자산(*)(천원),115051373,111347317,118881157,143563521,156108410
유비벨록스(주),89850,자산(*)(천원),115447636,102941979,86404357,114155493,162163302
풍국주정공업(주),23900,자산(*)(천원),115525044,122733584,124685857,131483141,130032072
(주)비씨월드제약,200780,자산(*)(천원),115753386,132011076,139797498,162746493,175450178
(주)고려시멘트,198440,자산(*)(천원),115881620,127536833,127035573,115337527,146783492
(주)특수건설,26150,자산(*)(천원),115920366,143585936,169619464,173221483,179358016
(주)오디텍,80520,자산(*)(천원),116227475,120012495,118234154,124264603,136650209
(주)예스티,122640,자산(*)(천원),116894482,126840855,162657722,154133677,184666565
(주)한탑,2680,자산(*)(천원),116973154,130630487,125834352,136475430,133224340
동일금속(주),109860,자산(*)(천원),117013547,128381241,136092686,136508663,157312716
(주)에스씨디,42110,자산(*)(천원),117064333,121029169,129808209,146200796,153026907
(주)육일씨엔에쓰,191410,자산(*)(천원),117251434,83238427,77471447,41991563,42909206
(주)유라테크,48430,자산(*)(천원),117517239,115035777,123552505,129218907,134139479
(주)디티앤씨,187220,자산(*)(천원),117565979,145280267,150900605,149258746,140282751
(주)선익시스템,171090,자산(*)(천원),117633116,115498753,119598938,106629219,101249824
(주)제이와이피엔터테인먼트,35900,자산(*)(천원),117958630,144849749,180392303,189906055,254033849
(주)코리아나화장품,27050,자산(*)(천원),118189904,119444340,118570683,111518828,110027942
(주)카스,16920,자산(*)(천원),118562088,127522433,130119299,138703676,150412309
(주)이건홀딩스,39020,자산(*)(천원),118603637,166283896,180829761,178027380,184845536
대아티아이(주),45390,자산(*)(천원),118829609,117843713,137455747,157062913,176002204
(주)인터로조,119610,자산(*)(천원),118922468,146713415,182328522,194122015,230942703
(주)하이텍팜,106190,자산(*)(천원),119097720,132997681,131725161,128446141,122936861
(주)에이팸,73070,자산(*)(천원),119266442,136216625,117564448,96416863,
(주)웰크론한텍,76080,자산(*)(천원),119401869,118943389,131799519,138318429,130534886
(주)피제이전자,6140,자산(*)(천원),119500976,128371800,138487805,145322640,170556817
크리스탈지노믹스(주),83790,자산(*)(천원),119585874,257055553,231529185,241791389,273540124
(주)시공테크,20710,자산(*)(천원),119629427,103938822,132671757,129552157,129222211
동일철강(주),23790,자산(*)(천원),119690785,144800381,90109898,91171714,99399692
(주)한국경제티브이,39340,자산(*)(천원),120121926,128943689,143874446,168158103,180308657
(주)멜파스,96640,자산(*)(천원),120391705,85345225,79763076,65331526,61748644
(주)녹십자셀,31390,자산(*)(천원),120409038,124075999,151786870,172734507,
(주)코썬바이오,204990,자산(*)(천원),120440135,70686827,10592988,,
(주)스틸플라워,87220,자산(*)(천원),120699815,,,,
남화토건(주),91590,자산(*)(천원),120774386,121620165,126988511,135528551,142632472
보성파워텍(주),6910,자산(*)(천원),120799905,123827686,125565648,122752830,111540692
(주)에스앤에스텍,101490,자산(*)(천원),120963274,123812954,135575184,185918583,197149378
(주)테라젠이텍스,66700,자산(*)(천원),121191673,128232883,197670323,485068201,291031587
(주)비츠로셀,82920,자산(*)(천원),121524286,146009162,163352810,187844177,205142075
(주)아이엠,101390,자산(*)(천원),121616353,100014099,100222500,66862597,77881744
대한뉴팜(주),54670,자산(*)(천원),121815766,108736649,127905958,133077121,157643244
(주)에스에프씨,112240,자산(*)(천원),121939911,137931456,97598194,,
(주)슈프리마에이치큐,94840,자산(*)(천원),121964121,125127233,130716242,133380356,137048738
(주)비츠로테크,42370,자산(*)(천원),122983215,113913549,116863287,123514865,121148474
(주)텔레칩스,54450,자산(*)(천원),123187722,137851901,155502638,165885753,206781175
(주)비츠로시스,54220,자산(*)(천원),123239221,107177481,18700996,15053752,13506747
화일약품(주),61250,자산(*)(천원),123903471,123405459,139400638,169676277,194146674
(주)모베이스,101330,자산(*)(천원),124151932,142758429,183624767,197039747,207537480
인크로스(주),216050,자산(*)(천원),124553585,128239257,147491865,177693691,228679913
(주)미투온,201490,자산(*)(천원),125030188,100462888,100407142,90105653,91022150
(주)서울옥션,63170,자산(*)(천원),125135968,140429802,144624112,133124350,164488150
(주)라이온켐텍,171120,자산(*)(천원),125271867,133717907,132849020,137520125,140810273
(주)바이오빌,65940,자산(*)(천원),125298758,162439118,125360614,,
(주)웰크론,65950,자산(*)(천원),125340298,132525014,127202737,138939472,143886507
